# Cook - Ironbound Island - PCRU - ITRDB ME017
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/2984
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-2984.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/me017-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; me017-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/me017.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/me017.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 1996-05-08
#--------------------
# File_Last_Modified_Date
#   Date: 1996-05-08
#--------------------
# Title
#   Study_Name: Cook - Ironbound Island - PCRU - ITRDB ME017
#--------------------
# Investigators
#   Investigators: Cook, E.R.(https://orcid.org/0000-0001-7478-4176)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Ironbound Island
#   Location: Maine
#   Northernmost_Latitude: 44.42
#   Southernmost_Latitude: 44.42
#   Easternmost_Longitude: -68.15
#   Westernmost_Longitude: -68.15
#   Elevation_m: 50
#--------------------
# Data_Collection
#   Collection_Name: ME017
#   First_Year: 1665
#   Last_Year: 1982
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea rubens Sarg.
#   Common_Name: red spruce
#   Tree_Species_Code: PCRU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 098061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 098061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 098062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 098062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 098071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 098071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 098072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 098072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 098101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 098101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 098111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 098111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 098121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 098121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 098151_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 098151; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 098021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 098021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 098031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 098031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 098041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 098041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 098091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 098091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 098102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 098102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 098103_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 098103; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 098131_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 098131; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 098132_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 098132; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 098161_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 098161; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 098162_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 098162; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 098141_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 098141; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 098142_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 098142; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	098061_raw	098062_raw	098071_raw	098072_raw	098101_raw	098111_raw	098121_raw	098151_raw	098021_raw	098031_raw	098041_raw	098091_raw	098102_raw	098103_raw	098131_raw	098132_raw	098161_raw	098162_raw	098141_raw	098142_raw
1665	NA	1.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66	0.75
1666	NA	1.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	0.55
1667	NA	1.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.12	0.69
1668	NA	2.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9	1.04
1669	NA	2.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	1.11
1670	NA	1.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.38	0.82
1671	NA	1.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.01	0.93
1672	NA	1.03	1.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87	0.95
1673	NA	1.06	1.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62	0.86
1674	NA	1.16	1.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.11	1.25
1675	NA	1.05	1.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.96	1.06
1676	NA	1.2	1.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.03	0.82
1677	NA	1.02	1.61	1.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	NA	1.15	1.03
1678	NA	0.9	1.5	1.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87	NA	0.78	0.86
1679	NA	0.68	1.29	1.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.73	NA	0.72	0.74
1680	NA	0.51	0.96	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02	NA	0.7	0.48
1681	NA	0.41	0.95	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	NA	0.74	0.63
1682	NA	0.64	1.3	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	NA	0.89	0.98
1683	NA	0.47	0.94	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.05	0.95	NA	0.77	0.95
1684	NA	0.62	0.97	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.29	0.73	NA	0.7	0.71
1685	NA	0.42	0.69	0.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.72	0.46	NA	0.66	0.79
1686	NA	0.48	0.7	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.81	0.33	NA	0.87	0.62
1687	NA	0.4	0.77	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.64	0.44	NA	0.88	0.65
1688	NA	0.56	0.78	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.69	0.44	NA	0.55	0.49
1689	NA	0.5	0.67	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75	0.39	NA	0.7	0.44
1690	NA	0.42	0.7	0.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	0.4	NA	0.52	0.43
1691	0.63	0.33	0.5	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.69	0.47	NA	0.51	0.39
1692	0.51	0.4	0.61	0.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.69	0.8	NA	0.6	0.4
1693	0.44	0.39	0.55	0.76	NA	NA	NA	NA	NA	NA	NA	0.44	NA	NA	NA	0.56	0.61	NA	0.31	0.23
1694	0.64	0.53	0.74	0.99	NA	NA	NA	NA	NA	NA	NA	0.66	NA	NA	NA	0.61	0.63	NA	0.36	0.45
1695	0.62	0.5	0.59	0.91	NA	NA	NA	NA	NA	NA	NA	0.55	NA	NA	NA	0.39	0.82	NA	0.52	0.54
1696	0.57	0.52	0.7	0.78	NA	NA	NA	NA	NA	NA	NA	0.42	NA	NA	NA	0.52	0.79	NA	0.45	0.41
1697	0.61	0.65	0.61	0.8	NA	NA	NA	NA	NA	NA	NA	0.38	NA	NA	NA	0.51	0.65	NA	0.43	0.22
1698	0.64	0.64	0.53	0.58	NA	NA	NA	NA	NA	NA	NA	0.31	NA	NA	NA	0.22	0.54	NA	0.35	0.26
1699	0.39	0.55	0.47	0.53	NA	NA	NA	NA	NA	NA	NA	0.28	NA	NA	NA	0.34	0.32	NA	0.3	0.32
1700	0.56	0.55	0.6	0.53	NA	NA	NA	NA	NA	NA	NA	0.37	NA	NA	NA	0.58	0.48	NA	0.33	0.31
1701	0.54	0.55	0.5	0.56	NA	NA	NA	NA	NA	NA	NA	0.53	NA	NA	NA	0.53	0.43	NA	0.22	0.33
1702	0.61	0.48	0.62	0.62	NA	NA	NA	NA	NA	NA	NA	0.59	NA	NA	NA	0.46	0.44	NA	0.18	0.34
1703	0.6	0.54	0.64	0.59	NA	NA	NA	NA	NA	NA	NA	0.53	NA	NA	NA	0.4	0.44	NA	0.21	0.37
1704	0.66	0.42	0.55	0.68	NA	NA	NA	NA	NA	NA	NA	0.51	NA	NA	NA	0.39	0.39	NA	0.15	0.22
1705	0.6	0.53	0.51	0.73	NA	NA	NA	NA	NA	NA	NA	0.47	NA	NA	NA	0.47	0.59	NA	0.11	0.22
1706	0.62	0.64	0.55	0.75	NA	NA	NA	NA	NA	NA	NA	0.42	NA	NA	NA	0.43	0.52	NA	0.17	0.19
1707	0.73	0.62	0.5	1	NA	NA	NA	NA	NA	NA	NA	0.45	NA	NA	NA	0.45	0.55	NA	0.27	0.2
1708	0.62	0.45	0.47	0.73	NA	NA	NA	NA	NA	NA	NA	0.45	NA	NA	NA	0.41	0.49	NA	0.13	0.14
1709	0.87	0.54	0.55	0.79	NA	NA	NA	NA	NA	NA	NA	0.52	NA	NA	NA	0.45	0.42	NA	0.22	0.24
1710	0.79	0.64	0.47	0.73	NA	NA	NA	NA	NA	NA	NA	0.32	NA	NA	NA	0.27	0.42	NA	0.2	0.33
1711	0.51	0.25	0.21	0.34	NA	NA	NA	NA	NA	NA	NA	0.33	NA	NA	NA	0.47	0.25	NA	0.2	0.2
1712	0.56	0.21	0.44	0.41	NA	NA	NA	NA	NA	NA	NA	0.35	NA	NA	NA	0.47	0.39	NA	0.17	0.29
1713	0.54	0.29	0.44	0.52	NA	NA	NA	NA	NA	NA	NA	0.39	NA	NA	NA	0.42	0.33	NA	0.1	0.18
