# Peltier - Southwest Ecological Memory Project Site P9 - PIED - ITRDB UT559
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/35515
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-35515.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ut559-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ut559-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ut559.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ut559.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2022-01-31
#--------------------
# File_Last_Modified_Date
#   Date: 2022-01-31
#--------------------
# Title
#   Study_Name: Peltier - Southwest Ecological Memory Project Site P9 - PIED - ITRDB UT559
#--------------------
# Investigators
#   Investigators: Peltier, D.M.P.(https://orcid.org/0000-0003-3271-9055); Yocom, L.L.; Nguyen, P.; Bangs, M.; Wilson, M.
#--------------------
# Description_Notes_and_Keywords
#   Description: These tree ring data were collected to assess the climate memory of tree growth around the southwestern US in "ecologically sampled" trees. Trees were from a range of size classes and vigors, but were all dominant or co-dominant. NOAA Template Raw Measurements file added 2022-04-04.
#--------------------
# Publication
#   Authors: Drew M.P. Peltier, Jessica Guo, Phiyen Nguyen, Michael Bangs, Michelle Wilson, Kimberly Samuels-Crow, Larissa L. Yocom, Yao Liu, Michael K. Fell, John D. Shaw, David Auty, Christopher Schwalm, William R.L. Anderegg, George W. Koch, Marcy E. Litvak, Kiona Ogle
#   Journal_Name: Tree Physiology
#   Published_Title: Temperature memory and non-structural carbohydrates mediate legacies of a hot drought in trees across the southwestern USA
#   Published_Date_or_Year: 2022
#   Volume: 42
#   Pages: 71-85
#   Issue: 1
#   Report_Number: 
#   DOI: 10.1093/treephys/tpab091
#   Full_Citation: None
#   Abstract: Trees are long-lived organisms that integrate climate conditions across years or decades to produce secondary growth. This integration process is sometimes referred to as 'climatic memory.' While widely perceived, the physiological processes underlying this temporal integration, such as the storage and remobilization of non-structural carbohydrates (NSC), are rarely explicitly studied. This is perhaps most apparent when considering drought legacies (perturbed post-drought growth responses to climate), and the physiological mechanisms underlying these lagged responses to climatic extremes. Yet, drought legacies are likely to become more common if warming climate brings more frequent drought. To quantify the linkages between drought legacies, climate memory and NSC, we measured tree growth (via tree ring widths) and NSC concentrations in three dominant species across the southwestern USA. We analyzed these data with a hierarchical mixed effects model to evaluate the time-scales of influence of past climate (memory) on tree growth. We then evaluated the role of climate memory and the degree to which variation in NSC concentrations were related to forward-predicted growth during the hot 2011-2012 drought and subsequent 4-year recovery period. Populus tremuloides exhibited longer climatic memory compared to either Pinus edulis or Juniperus osteosperma, but following the 2011-2012 drought, P. tremuloides trees with relatively longer memory of temperature conditions showed larger (more negative) drought legacies. Conversely, Pinus edulis trees with longer temperature memory had smaller (less negative) drought legacies. For both species, higher NSC concentrations followed more negative (larger) drought legacies, though the relevant NSC fraction differed between P. tremuloides and P. edulis. Our results suggest that differences in tree NSC are also imprinted upon tree growth responses to climate across long time scales, which also underlie tree resilience to increasingly frequent drought events under climate change.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US National Science Foundation
#   Grant: 1458867, 1643245
#--------------------
# Site_Information
#   Site_Name: Southwest Ecological Memory Project Site P9
#   Location: Utah
#   Northernmost_Latitude: 38.1
#   Southernmost_Latitude: 38.1
#   Easternmost_Longitude: -109.5
#   Westernmost_Longitude: -109.5
#   Elevation_m: 2019
#--------------------
# Data_Collection
#   Collection_Name: UT559
#   First_Year: 1890
#   Last_Year: 2016
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus edulis Engelm.
#   Common_Name: pinyon
#   Tree_Species_Code: PIED
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## UTP0901A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP0901A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP0901C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP0901C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP0903B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP0903B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP0903C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP0903C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP0904B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP0904B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP0904C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP0904C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP0905A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP0905A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP0905C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP0905C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP0906A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP0906A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP0906B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP0906B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP0907A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP0907A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP0907B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP0907B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP0908A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP0908A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP0909A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP0909A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP0909B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP0909B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP0910A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP0910A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP0910B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP0910B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP0911A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP0911A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP0911B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP0911B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP0912A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP0912A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP0912B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP0912B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP0913A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP0913A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP0913B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP0913B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP0914A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP0914A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP0914B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP0914B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## UTP0915B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: UTP0915B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	UTP0901A_raw	UTP0901C_raw	UTP0903B_raw	UTP0903C_raw	UTP0904B_raw	UTP0904C_raw	UTP0905A_raw	UTP0905C_raw	UTP0906A_raw	UTP0906B_raw	UTP0907A_raw	UTP0907B_raw	UTP0908A_raw	UTP0909A_raw	UTP0909B_raw	UTP0910A_raw	UTP0910B_raw	UTP0911A_raw	UTP0911B_raw	UTP0912A_raw	UTP0912B_raw	UTP0913A_raw	UTP0913B_raw	UTP0914A_raw	UTP0914B_raw	UTP0915B_raw
1944	0.726	0.742	0.44	0.571	0.271	NA	0.375	0.337	0.465	0.506	0.53	0.746	NA	NA	NA	NA	NA	0.34	0.349	0.407	0.517	0.465	0.435	0.983	0.928	NA
1945	0.713	0.62	0.557	0.517	0.155	NA	0.37	0.308	0.439	0.465	0.341	0.536	NA	NA	NA	NA	NA	0.395	0.333	0.391	0.364	0.372	0.365	0.896	0.883	NA
1946	0.203	0.093	0.277	0.217	0.048	NA	0.107	0	0.189	0.173	0.122	0.074	NA	NA	NA	NA	NA	0.197	0.245	0	0.105	0.221	0.147	0.358	0.377	NA
1947	0.402	0.25	0.526	0.449	0.211	NA	0.338	0.235	0.363	0.441	0.377	0.345	NA	NA	NA	NA	NA	0.205	0.335	0.403	0.412	0.469	0.429	0.571	0.606	NA
1948	0.919	0.745	0.791	0.629	0.211	NA	0.242	0.273	0.515	0.497	0.481	0.515	NA	NA	NA	NA	NA	0.383	0.358	0.653	0.826	0.661	0.592	0.92	0.998	NA
1949	1.028	0.638	1.197	0.872	0.213	NA	0.293	0.296	0.56	0.657	0.633	0.756	NA	NA	NA	NA	NA	0.325	0.434	0.602	0.767	0.61	0.527	0.906	1.108	NA
1950	0.692	0.762	1.113	0.549	0.187	NA	0.249	0.252	0.421	0.585	0.645	0.53	0.072	0.367	0.202	NA	0.386	0.19	0.28	0.507	0.586	0.549	0.547	0.87	0.942	NA
1951	0.371	0.244	0.605	0.404	0.06	NA	0.148	0.086	0.231	0.344	0.234	0.273	0	0.271	0	NA	0.234	0.025	0.081	0.167	0.198	0.389	0.37	0.554	0.499	NA
1952	0.75	0.649	0.884	0.733	0.3	NA	0.3	0.21	0.354	0.586	0.353	0.563	0.148	0.168	0.186	NA	0.445	0.256	0.298	0.577	0.471	0.486	0.615	0.608	0.767	NA
1953	0.299	0.26	0.391	0.311	0.066	NA	0.133	0.046	0.134	0.195	0.16	0.166	0	0.162	0.114	NA	0.16	0	0	0	0	0.216	0.336	0.442	0.378	NA
1954	0.651	0.542	0.707	0.635	0.265	NA	0.237	0.243	0.452	0.626	0.487	0.586	0.163	0.182	0.116	NA	0.286	0.252	0.208	0.394	0.444	0.374	0.414	0.619	0.644	NA
1955	1.175	1.18	0.806	0.786	0.188	NA	0.263	0.247	0.369	0.451	0.605	0.724	0.139	0.243	0.187	NA	0.314	0.186	0.314	0.433	0.37	0.3	0.343	1.228	0.917	NA
1956	0.371	0.316	0.375	0.299	0	NA	0.119	0.177	0.171	0.201	0.401	0.432	0	0.081	0.154	NA	0.097	0	0	0	0	0.081	0.127	0.519	0.463	NA
1957	1.219	1.062	1.104	0.931	0.361	NA	0.481	0.49	0.597	0.636	1.03	1.373	0.149	0.145	0.098	NA	0.285	0.356	0.388	0.61	0.549	0.438	0.5	1.136	1.179	NA
1958	0.754	0.843	1.132	0.955	0.286	NA	0.443	0.509	0.564	0.517	0.736	1.005	0.265	0.139	0.098	NA	0.308	0.327	0.304	0.451	0.499	0.523	0.552	0.839	0.867	NA
1959	0.146	0.233	0.234	0.188	0	NA	0.058	0.115	0.123	0.041	0.121	0.278	0	0	0	NA	0	0	0	0	0	0.094	0.097	0.289	0.299	NA
1960	0.934	0.945	1.074	1.072	0.343	NA	0.543	0.533	0.546	0.507	0.755	0.805	0.322	0.131	0.124	0.187	0.362	0.263	0.359	0.52	0.523	0.804	1.055	0.841	0.912	0.164
1961	0.821	1.178	1.087	1.058	0.252	NA	0.396	0.441	0.499	0.413	0.781	0.833	0.2	0.167	0.085	0.178	0.305	0.219	0.26	0.554	0.442	0.348	0.795	0.833	0.849	0.128
1962	0.634	0.684	1.052	0.881	0.32	NA	0.455	0.493	0.509	0.436	0.622	0.902	0.165	0.163	0.132	0.113	0.362	0.286	0.388	0.506	0.489	0.55	0.8	0.628	0.636	0.213
1963	1.204	0.922	1.057	1	0.293	NA	0.485	0.513	0.541	0.472	0.966	1.1	0.257	0.187	0.161	0.125	0.465	0.285	0.402	0.87	0.791	0.783	1.009	0.818	0.823	0.134
1964	0.372	0.433	0.629	0.503	0.14	NA	0.31	0.396	0.372	0.319	0.642	0.742	0	0.159	0.155	0.227	0.222	0.083	0.091	0.281	0.202	0.483	0.615	0.446	0.516	0
1965	0.928	0.836	1.306	1.327	0.415	NA	0.566	0.449	0.628	0.583	0.887	1.465	0.186	0.129	0.073	0.275	0.447	0.258	0.352	0.801	0.689	0.589	0.655	0.842	0.905	0.082
1966	0.883	0.702	0.977	0.67	0.427	NA	0.646	0.42	0.634	0.458	0.916	1.132	0.213	0.214	0.187	0.129	0.264	0.27	0.336	0.64	0.526	0.479	0.787	0.755	0.856	0.083
1967	0.391	0.41	0.794	0.732	0.32	NA	0.394	0.35	0.443	0.372	1.109	1.194	0	0	0	0.094	0.137	0	0	0.133	0.117	0.129	0.274	0.46	0.552	0.106
1968	0.52	0.465	0.829	0.842	0.386	NA	0.525	0.383	0.382	0.376	1.368	1.831	0.163	0.198	0.189	0.145	0.26	0.13	0.196	0.559	0.338	0.3	0.536	0.581	0.554	0.269
1969	0.876	0.995	0.939	0.826	0.392	NA	0.638	0.403	0.459	0.497	2.348	1.942	0.119	0.186	0.124	0.194	0.265	0.144	0.214	0.676	0.412	0.487	0.597	0.679	0.781	0.265
1970	1.068	1.32	1.208	1.334	0.464	0.176	0.536	0.442	0.485	0.571	2	1.82	0.181	0.09	0.109	0.272	0.373	0.27	0.368	0.676	0.536	0.352	0.37	1.067	1.124	0.263
1971	0.692	0.636	0.732	0.691	0.208	0.049	0.427	0.365	0.299	0.329	0.902	1.022	0.049	0.089	0.095	0.144	0	0.093	0.088	0.207	0.265	0.074	0.177	0.539	0.587	0.192
1972	0.928	0.983	1.13	1.103	0.334	0.131	0.66	0.494	0.51	0.527	1.327	1.663	0.197	0.217	0.154	0.264	0.135	0.266	0.255	0.812	0.724	0.41	0.562	0.843	0.905	0.177
1973	1.05	1.453	1.212	1.139	0.431	0.102	0.615	0.419	0.543	0.501	1.236	1.572	0.199	0.188	0.225	0.322	0.223	0.386	0.164	0.822	0.915	0.379	0.39	0.722	0.671	0.197
1974	1.022	1.249	1.068	1.072	0.36	0.145	0.684	0.438	0.418	0.418	1.229	1.503	0.231	0.211	0.209	0.271	0.372	0.33	0.184	0.784	0.747	0.636	0.911	0.528	0.569	0.299
1975	1.348	1.748	1.552	1.331	0.522	0.326	0.891	0.61	0.721	0.641	1.844	2.002	0.371	0.181	0.265	0.486	0.305	0.498	0.361	1.205	1.126	0.685	1.039	0.995	1.013	0.297
1976	0.656	0.737	0.845	0.724	0.284	0.162	0.608	0.478	0.478	0.387	0.89	0.957	0.073	0.374	0.285	0.302	0.37	0.159	0.21	0.62	0.523	0.391	0.588	0.472	0.343	0.158
1977	0.47	0.496	0.55	0.604	0.07	0.063	0.533	0.278	0.167	0.157	1.075	0.839	0	0.068	0.093	0.096	0	0	0	0.104	0.126	0.19	0.543	0.24	0.255	0
1978	0.613	0.581	0.765	0.648	0.244	0.197	0.589	0.324	0.592	0.51	1.229	0.954	0.135	0.147	0.227	0.159	0.25	0.311	0.119	0.57	0.521	0.327	0.602	0.61	0.562	0.502
1979	0.777	0.677	1.067	1.277	0.56	0.376	0.715	0.488	0.538	0.613	1.327	1.205	0.224	0.285	0.403	0.276	0.231	0.417	0.27	1.195	1.164	0.375	0.467	0.734	0.707	0.214
1980	1.035	0.892	1.194	1.048	0.543	0.374	0.855	0.472	0.708	0.652	1.339	1.269	0.194	0.262	0.397	0.295	0.24	0.39	0.356	1.071	1.034	0.436	0.657	0.673	0.625	0.344
1981	0.894	0.897	1.037	0.72	0.619	0.315	0.629	0.362	0.522	0.496	1.557	1.478	0.064	0.182	0.139	0.196	0.27	0.184	0.053	0.557	0.492	0.369	0.593	0.647	0.495	0.354
1982	0.77	0.77	0.85	0.641	0.469	0.158	0.49	0.307	0.547	0.436	1.49	1.016	0.058	0.125	0.163	0.299	0.224	0.191	0.113	0.526	0.46	0.323	0.638	0.474	0.375	0.169
1983	1.04	1.155	1.361	1.428	0.625	0.361	0.815	0.502	0.65	0.62	2.081	1.624	0.224	0.371	0.363	0.517	0.209	0.47	0.298	1.165	0.914	0.689	1.098	0.878	0.911	0.338
1984	1.117	0.937	1.433	1.441	0.707	0.236	0.722	0.516	0.569	0.621	2.46	2.427	0.177	0.342	0.368	0.602	0.255	0.407	0.254	1.084	1.052	0.523	0.831	0.718	0.775	0.335
1985	0.91	1.061	1.182	1.198	0.524	0.267	0.717	0.517	0.552	0.594	1.249	1.278	0.248	0.345	0.434	0.515	0.236	0.402	0.231	1.065	1.2	0.653	0.884	0.935	0.911	0.355
1986	1.003	0.973	1.186	1.17	0.651	0.339	0.692	0.524	0.597	0.641	1.189	1.367	0.267	0.36	0.368	0.406	0.288	0.417	0.182	0.829	0.723	0.48	0.81	0.74	0.758	0.278
1987	1.112	1.006	1.315	1.248	0.597	0.337	0.746	0.513	0.449	0.573	1.277	1.433	0.206	0.361	0.381	0.504	0.2	0.323	0.142	1.315	1.369	0.722	1.044	0.749	0.643	0.45
1988	0.798	0.982	1.217	0.842	0.535	0.293	0.695	0.484	0.459	0.454	0.797	0.995	0.213	0.285	0.395	0.396	0.279	0.313	0.16	0.93	1.048	0.63	0.983	0.75	0.627	0.319
1989	0.602	0.57	0.894	0.866	0.409	0.146	0.545	0.404	0.434	0.472	0.698	1.025	0.204	0.077	0.052	0.332	0.169	0.123	0.035	0.554	0.727	0.334	0.464	0.568	0.474	0.097
1990	0.935	0.963	1.002	0.865	0.424	0.197	0.69	0.359	0.355	0.395	0.947	0.909	0.108	0.172	0.167	0.552	0.171	0.18	0.068	0.836	0.893	0.374	0.467	0.795	0.641	0.212
1991	1.014	0.607	1.223	1.22	0.406	0.3	0.665	0.386	0.396	0.431	1.198	1.155	0.149	0.192	0.236	0.528	0.224	0.215	0.147	0.822	1.042	0.427	0.526	1.06	0.871	NA
1992	0.684	0.471	1.095	1.154	0.341	0.192	0.55	0.392	0.366	0.427	0.922	1.235	0.167	0.213	0.238	0.369	0.224	0.169	0.103	0.466	0.346	0.348	0.522	0.741	0.791	NA
1993	0.755	0.438	0.721	0.715	0.311	0.152	0.557	0.404	0.335	0.371	0.569	0.717	0.233	0.169	0.183	0.486	0.212	0.197	0.128	0.344	0.357	0.264	0.355	0.564	0.566	NA
1994	0.626	0.477	0.764	0.852	0.17	0.11	0.622	0.355	0.343	0.327	0.653	0.641	0.137	0.223	0.167	0.339	0.14	0.211	0.138	0.456	0.383	0.265	0.387	0.593	0.611	NA
1995	1.306	0.829	1.255	1.46	0.501	0.275	0.766	0.427	0.498	0.511	1.11	1.148	0.258	0.445	0.389	0.382	0.215	0.425	0.198	0.673	0.462	0.371	0.581	0.708	0.669	NA
1996	0.483	0.394	0.868	0.886	0.212	0.13	0.626	0.373	0.327	0.368	0.669	0.678	0.037	0.006	0	0.266	0.117	0.08	0	0.144	0.164	0.131	0.248	0.486	0.423	NA
1997	0.674	0.579	1.181	1.111	0.455	0.308	0.709	0.442	0.52	0.513	0.976	0.746	0.213	0.394	0.375	0.486	0.247	0.312	0.142	0.583	0.562	0.343	0.453	0.765	0.684	NA
1998	0.53	0.321	0.851	1.063	0.295	0.166	0.49	0.338	0.368	0.344	0.582	0.499	0.128	0.23	0.148	0.284	0.178	0.247	0.068	0.264	0.251	0.326	0.539	0.602	0.71	NA
1999	0.768	0.723	0.99	1.503	0.483	0.181	0.684	0.482	0.506	0.608	1.148	1.06	0.154	0.334	0.311	0.469	0.198	0.265	0.119	0.582	0.642	0.297	0.453	0.732	0.625	NA
2000	0.592	0.492	0.911	0.77	0.273	0.158	0.669	0.38	0.34	0.453	0.652	0.483	0.099	0.154	0.155	0.248	0.192	0.18	0.074	0.332	0.409	0.304	0.439	0.409	0.463	NA
2001	0.728	0.541	0.698	0.881	0.122	NA	0.539	0.321	0.238	0.401	0.686	0.614	NA	0.119	0.152	0.261	0.221	NA	NA	0.259	0.274	0.224	0.302	0.291	0.302	NA
2002	0.066	0.045	0.267	0.196	0	NA	0.311	0.239	0.069	0.132	0.272	0.241	NA	0	0	0	0.053	NA	NA	0	0	0	0	0	0	NA
2003	0.546	0.406	0.754	0.588	0.232	NA	0.49	0.371	0.389	0.458	0.634	0.539	NA	0.205	0.306	0.349	0.278	NA	NA	0.454	0.446	0.274	0.325	0.533	0.467	NA
2004	0.606	0.418	0.738	0.833	0.157	NA	0.51	0.369	0.337	0.462	0.818	0.977	NA	0.159	0.226	0.295	0.246	NA	NA	0.441	0.431	0.176	0.234	0.652	0.594	NA
2005	0.566	0.486	0.782	1.03	0.17	NA	0.591	0.385	0.318	0.434	1.003	1.064	NA	0.241	0.255	0.286	0.343	NA	NA	0.557	0.598	0.227	0.248	0.73	0.682	NA
2006	0.232	0.173	0.445	0.831	0	NA	0.407	0.438	0.153	0.295	0.568	0.78	NA	0	0.017	0.129	0.187	NA	NA	0.224	0.188	0	0	0.324	0.392	NA
2007	0.708	0.622	0.793	1.299	0.231	NA	0.782	0.458	0.375	0.543	1.143	1.494	NA	0.278	0.293	0.286	0.395	NA	NA	0.564	0.851	0.387	0.446	0.771	0.778	NA
2008	0.568	0.509	0.825	1.038	0.309	NA	0.824	0.479	0.361	0.423	1.034	1.329	NA	0.269	0.33	0.339	0.441	NA	NA	0.676	1.064	0.252	0.405	0.697	0.71	NA
2009	0.411	0.372	0.618	0.684	0.178	NA	0.659	0.453	0.279	0.376	0.816	0.895	NA	0.064	0.141	0.184	0.364	NA	NA	0.365	0.532	0.038	0.215	0.518	0.502	NA
2010	0.661	0.525	0.93	0.965	0.338	NA	0.785	0.442	0.409	0.499	1.51	2.036	NA	0.269	0.204	0.182	0.376	NA	NA	0.811	1.129	0.219	0.328	0.649	0.654	NA
2011	0.302	0.388	0.821	0.705	NA	NA	0.528	0.522	0.376	0.458	1.637	1.869	NA	NA	NA	0.192	0.41	NA	NA	0.76	0.888	0.242	0.217	0.628	0.498	NA
2012	0.119	0	0.428	0.573	NA	NA	0.212	0.25	0.056	0.214	0.871	0.659	NA	NA	NA	0	0.131	NA	NA	0.216	0.218	0.001	0	0.205	0.122	NA
2013	0.208	0.167	0.42	0.378	NA	NA	0.331	0.242	0.166	0.218	1.006	0.868	NA	NA	NA	0.102	0.237	NA	NA	0.291	0.37	0.044	0.06	0.234	0.157	NA
2014	0.525	0.46	0.854	0.924	NA	NA	0.599	0.417	0.262	0.475	2.121	1.603	NA	NA	NA	0.252	0.504	NA	NA	0.746	0.845	0.213	0.46	0.654	0.608	NA
2015	0.89	0.725	1.457	1.39	NA	NA	0.64	0.564	0.512	0.686	2.11	1.935	NA	NA	NA	0.387	0.611	NA	NA	0.749	0.951	0.305	0.33	0.806	0.813	NA
2016	0.664	0.594	1.291	1.495	NA	NA	0.634	0.496	0.422	0.652	2.044	2.199	NA	NA	NA	0.287	0.458	NA	NA	0.481	0.829	0.231	0.234	0.506	0.626	NA
