# Briffa - Mt. Hood Timberline Lodge - TSME - ITRDB OR045
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/2837
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-2837.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/or045x-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; or045x-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/or045x.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/or045x.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-07-31
#--------------------
# File_Last_Modified_Date
#   Date: 2002-07-31
#--------------------
# Title
#   Study_Name: Briffa - Mt. Hood Timberline Lodge - TSME - ITRDB OR045
#--------------------
# Investigators
#   Investigators: Briffa, K.R.(https://orcid.org/0000-0003-3323-3639); Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2019-01-07. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Mt. Hood Timberline Lodge
#   Location: Oregon
#   Northernmost_Latitude: 45.33
#   Southernmost_Latitude: 45.33
#   Easternmost_Longitude: -121.68
#   Westernmost_Longitude: -121.68
#   Elevation_m: 1600
#--------------------
# Data_Collection
#   Collection_Name: OR045
#   First_Year: 1706
#   Last_Year: 1983
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  maximum density
#   Notes: None
#--------------------
# Species
#   Species_Name: Tsuga mertensiana (Bong.) Carrière
#   Common_Name: mountain hemlock
#   Tree_Species_Code: TSME
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 681011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 681011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 681012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 681012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 681021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 681021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 681022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 681022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 681031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 681031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 681032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 681032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 681051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 681051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 681052_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 681052; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 681061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 681061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 681062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 681062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 681071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 681071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 681072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 681072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 681081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 681081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 681082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 681082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 681091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 681091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 681092_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 681092; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 681111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 681111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 681112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 681112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 681121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 681121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 681122_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 681122; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 681131_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 681131; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 681132_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 681132; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	681011_raw	681012_raw	681021_raw	681022_raw	681031_raw	681032_raw	681051_raw	681052_raw	681061_raw	681062_raw	681071_raw	681072_raw	681081_raw	681082_raw	681091_raw	681092_raw	681111_raw	681112_raw	681121_raw	681122_raw	681131_raw	681132_raw
1706	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9	NA	NA
1707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9	NA	NA
1708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.89	NA	NA
1709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.86	0.87	NA	NA
1710	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.85	0.92	NA	NA
1711	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.85	0.96	NA	NA
1712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.85	0.87	NA	NA
1713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87	0.94	NA	NA
1714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	0.93	NA	NA
1715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.85	0.91	NA	NA
1716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9	0.87	NA	NA
1717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9	0.89	NA	NA
1718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.85	0.83	NA	NA
1719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9	0.87	NA	NA
1720	NA	NA	NA	NA	NA	NA	NA	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.89	0.84	NA	NA
1721	NA	NA	NA	NA	NA	NA	NA	0.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	0.83	NA	NA
1722	NA	NA	NA	NA	NA	NA	NA	0.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.82	0.81	NA	NA
1723	NA	NA	NA	NA	NA	NA	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.82	0.84	NA	NA
1724	NA	NA	NA	NA	NA	NA	0.94	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.77	0.87	NA	NA
1725	NA	NA	NA	NA	NA	NA	0.95	0.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.81	0.86	NA	NA
1726	NA	NA	NA	NA	NA	NA	0.87	0.69	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	0.85	0.81	NA	NA
1727	NA	NA	NA	NA	NA	NA	0.9	0.73	NA	NA	NA	NA	NA	NA	NA	NA	0.91	NA	0.89	0.87	NA	NA
1728	NA	NA	NA	NA	NA	NA	0.84	0.7	NA	NA	NA	NA	NA	NA	NA	NA	0.87	NA	0.85	0.83	NA	NA
1729	NA	NA	NA	NA	NA	NA	0.86	0.78	NA	NA	NA	NA	NA	NA	NA	NA	0.92	NA	0.87	0.8	NA	NA
1730	0.72	NA	NA	NA	NA	NA	0.88	0.83	NA	NA	NA	NA	NA	NA	NA	NA	0.86	NA	0.89	0.78	NA	NA
1731	0.73	NA	NA	NA	NA	NA	0.79	0.76	NA	NA	NA	NA	NA	NA	NA	NA	0.87	NA	0.85	0.79	NA	NA
1732	0.69	NA	NA	NA	NA	NA	0.77	0.7	0.87	NA	NA	NA	NA	NA	NA	NA	0.87	NA	0.81	0.76	NA	NA
1733	0.74	NA	NA	NA	NA	NA	0.84	0.76	0.86	NA	NA	NA	NA	NA	NA	NA	0.86	NA	0.84	0.81	NA	NA
1734	0.72	NA	NA	NA	NA	NA	0.84	0.77	0.85	NA	NA	NA	NA	NA	NA	NA	0.87	NA	0.88	0.82	NA	NA
1735	0.78	NA	NA	NA	NA	NA	0.79	0.74	0.8	NA	NA	NA	NA	NA	NA	NA	0.83	NA	0.87	0.84	NA	NA
1736	0.73	NA	NA	NA	NA	NA	0.79	0.75	0.8	NA	NA	NA	NA	NA	NA	NA	0.88	NA	0.87	0.85	NA	NA
1737	0.78	NA	NA	NA	NA	NA	0.8	0.78	0.84	NA	NA	NA	NA	NA	NA	NA	0.84	0.85	0.82	0.8	NA	NA
1738	0.76	NA	NA	NA	NA	NA	0.82	0.75	0.84	NA	NA	NA	NA	NA	NA	NA	0.83	0.83	0.9	0.82	NA	NA
1739	0.72	NA	NA	NA	NA	NA	0.79	0.74	0.8	NA	NA	NA	NA	NA	NA	NA	0.81	0.86	0.9	0.87	NA	NA
1740	0.76	NA	NA	NA	NA	NA	0.78	0.75	0.83	NA	NA	NA	NA	NA	NA	NA	0.86	0.83	0.87	0.88	NA	NA
1741	0.8	NA	NA	NA	NA	NA	0.77	0.75	0.82	NA	NA	NA	NA	NA	NA	NA	0.89	0.82	0.83	0.8	0.85	NA
1742	0.74	NA	NA	NA	NA	NA	0.78	0.74	0.8	NA	NA	NA	NA	NA	NA	NA	0.79	0.63	0.82	0.75	0.83	NA
1743	0.8	NA	NA	NA	NA	NA	0.82	0.78	0.79	NA	NA	NA	NA	NA	NA	NA	0.92	0.79	0.88	0.83	0.8	NA
1744	0.83	NA	NA	NA	NA	NA	0.81	0.74	0.86	NA	NA	NA	NA	NA	NA	NA	0.89	0.69	0.86	0.77	0.82	NA
1745	0.71	NA	NA	NA	NA	NA	0.76	0.72	0.83	NA	NA	NA	NA	NA	NA	NA	0.9	0.76	0.86	0.78	0.76	NA
1746	0.74	NA	NA	NA	NA	NA	0.79	0.77	0.84	NA	NA	NA	NA	NA	NA	NA	0.92	0.8	0.92	0.83	0.77	0.82
1747	0.77	NA	NA	NA	NA	NA	0.82	0.84	0.85	NA	NA	NA	NA	NA	NA	NA	0.97	0.75	0.92	0.88	0.83	0.9
1748	0.8	NA	NA	NA	NA	NA	0.9	0.84	0.83	NA	NA	NA	NA	NA	NA	NA	0.9	0.65	0.83	0.76	0.87	0.89
1749	0.73	NA	NA	NA	NA	NA	0.85	0.77	0.86	NA	NA	NA	NA	NA	NA	NA	0.9	0.6	0.66	0.73	0.75	0.9
1750	0.77	NA	NA	NA	NA	NA	0.84	0.81	0.83	NA	NA	NA	NA	NA	NA	NA	0.86	0.68	0.78	0.77	0.86	0.9
1751	0.81	NA	NA	NA	NA	NA	0.85	0.79	0.87	NA	NA	NA	NA	NA	NA	NA	0.91	0.64	0.9	0.86	0.89	0.93
1752	0.76	NA	NA	NA	NA	NA	0.79	0.62	0.88	NA	NA	NA	NA	NA	NA	NA	0.83	0.7	0.86	0.82	0.81	0.91
1753	0.75	0.74	NA	NA	NA	NA	0.84	0.74	0.83	NA	NA	NA	NA	NA	NA	NA	0.9	0.77	0.88	0.85	0.77	0.86
1754	0.75	0.69	NA	NA	NA	NA	0.8	0.78	0.95	NA	NA	NA	NA	NA	NA	NA	0.86	0.72	0.81	0.77	0.67	0.81
