# Peterson - Mount Jefferson High - TSME - ITRDB OR069
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4164
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4164.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/or069-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; or069-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/or069.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/or069.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-12-09
#--------------------
# File_Last_Modified_Date
#   Date: 2002-12-09
#--------------------
# Title
#   Study_Name: Peterson - Mount Jefferson High - TSME - ITRDB OR069
#--------------------
# Investigators
#   Investigators: Peterson, D.W.; Peterson, D.L.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Mount Jefferson High
#   Location: Oregon
#   Northernmost_Latitude: 44.67
#   Southernmost_Latitude: 44.67
#   Easternmost_Longitude: -121.83
#   Westernmost_Longitude: -121.83
#   Elevation_m: 1950
#--------------------
# Data_Collection
#   Collection_Name: OR069
#   First_Year: 1580
#   Last_Year: 1993
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Tsuga mertensiana (Bong.) Carrière
#   Common_Name: mountain hemlock
#   Tree_Species_Code: TSME
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## HHMJ01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHMJ01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHMJ02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHMJ02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHMJ03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHMJ03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHMJ04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHMJ04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHMJ05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHMJ05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHMJ06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHMJ06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHMJ07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHMJ07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHMJ08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHMJ08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHMJ12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHMJ12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHMJ13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHMJ13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHMJ14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHMJ14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHMJ15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHMJ15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHMJ16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHMJ16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHMJ17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHMJ17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHMJ18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHMJ18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHMJ19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHMJ19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHMJ20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHMJ20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	HHMJ01A_raw	HHMJ02B_raw	HHMJ03A_raw	HHMJ04B_raw	HHMJ05A_raw	HHMJ06A_raw	HHMJ07A_raw	HHMJ08B_raw	HHMJ12B_raw	HHMJ13A_raw	HHMJ14B_raw	HHMJ15A_raw	HHMJ16B_raw	HHMJ17A_raw	HHMJ18A_raw	HHMJ19A_raw	HHMJ20A_raw
1640	0.26	NA	0.41	NA	NA	NA	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA
1641	0.06	NA	0.9	NA	NA	NA	NA	0.27	NA	NA	NA	NA	NA	NA	NA	NA	NA
1642	0.42	NA	0.86	NA	NA	NA	NA	0.74	NA	NA	NA	NA	NA	NA	NA	NA	NA
1643	0.34	NA	0.55	NA	NA	NA	NA	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA
1644	0.51	NA	0.63	NA	NA	NA	NA	0.81	NA	NA	NA	NA	NA	NA	NA	NA	NA
1645	0.52	NA	0.85	NA	NA	NA	NA	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA
1646	0.57	NA	0.69	NA	NA	NA	NA	0.67	NA	NA	NA	NA	NA	NA	NA	NA	NA
1647	0.47	NA	0.57	NA	NA	NA	NA	0.78	NA	NA	NA	NA	NA	NA	NA	NA	NA
1648	0.65	NA	0.78	NA	NA	NA	NA	0.63	NA	NA	NA	NA	NA	NA	NA	NA	NA
1649	0.54	NA	0.95	NA	NA	NA	NA	0.78	NA	NA	NA	NA	NA	NA	NA	NA	NA
1650	0.46	NA	0.61	NA	NA	NA	NA	0.43	NA	NA	NA	NA	NA	NA	NA	NA	NA
1651	0.55	NA	0.52	NA	NA	NA	NA	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA
1652	0.62	NA	0.48	NA	NA	NA	NA	0.63	NA	NA	NA	NA	NA	NA	NA	NA	NA
1653	0.45	NA	0.29	NA	NA	NA	NA	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA
1654	0.33	NA	0.35	NA	NA	NA	NA	0.58	NA	NA	NA	NA	NA	NA	NA	NA	NA
1655	0.27	NA	0.24	NA	NA	NA	NA	0.55	NA	NA	NA	NA	NA	NA	NA	NA	NA
1656	0.3	NA	0.3	NA	NA	NA	NA	0.58	NA	NA	NA	NA	NA	NA	NA	NA	NA
1657	0.4	NA	0.43	NA	NA	NA	NA	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA
1658	0.42	NA	0.35	NA	NA	NA	NA	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA
1659	0.4	NA	0.52	NA	NA	NA	NA	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA
1660	0.37	NA	0.41	NA	NA	NA	NA	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA
1661	0.64	NA	0.48	NA	NA	NA	NA	0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA
1662	0.36	NA	0.26	NA	NA	NA	NA	0.48	NA	NA	NA	NA	NA	NA	NA	NA	NA
1663	0.31	NA	0.29	NA	NA	NA	NA	0.58	NA	NA	NA	NA	NA	NA	NA	NA	NA
1664	0.27	NA	0.33	NA	NA	NA	NA	0.78	NA	NA	NA	NA	NA	NA	NA	NA	NA
1665	0.21	NA	0.67	NA	NA	NA	NA	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA
1666	0.41	NA	1.12	NA	NA	NA	NA	0.56	NA	NA	NA	NA	NA	NA	NA	NA	NA
1667	0.57	NA	0.81	NA	NA	NA	NA	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA
1668	0.34	NA	0.5	NA	NA	NA	NA	0.67	NA	NA	NA	NA	NA	NA	NA	NA	NA
1669	0.45	NA	0.69	NA	NA	NA	NA	0.96	NA	NA	NA	NA	NA	NA	NA	NA	NA
1670	0.44	NA	0.56	NA	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA
1671	0.53	NA	0.6	NA	NA	NA	NA	0.87	NA	NA	NA	NA	NA	NA	NA	NA	NA
1672	0.23	NA	0.31	NA	NA	NA	NA	0.57	NA	NA	NA	NA	NA	NA	NA	NA	NA
1673	0.34	NA	0.51	NA	NA	NA	NA	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA
1674	0.3	NA	0.57	NA	NA	NA	NA	0.51	NA	NA	NA	NA	NA	NA	NA	NA	NA
1675	0.38	NA	0.84	NA	NA	NA	NA	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA
1676	0.36	NA	0.63	NA	NA	NA	NA	0.58	NA	NA	NA	NA	NA	NA	NA	NA	NA
1677	0.67	NA	1.31	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA	NA	NA	NA	NA
1678	0.41	NA	0.73	NA	NA	NA	NA	0.57	NA	NA	NA	NA	NA	NA	NA	NA	NA
1679	0.32	NA	0.46	NA	NA	NA	NA	0.52	NA	NA	NA	NA	NA	NA	NA	NA	NA
1680	0.22	NA	0.35	NA	NA	NA	NA	0.44	NA	NA	NA	NA	NA	NA	NA	NA	NA
1681	0.21	NA	0.27	NA	NA	NA	NA	0.22	NA	NA	NA	NA	NA	NA	NA	NA	NA
1682	0.21	NA	0.39	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA
1683	0.41	NA	0.51	NA	NA	NA	NA	0.34	NA	NA	NA	NA	0.5	NA	NA	NA	NA
1684	0.55	NA	0.49	NA	NA	NA	NA	0.29	NA	NA	NA	NA	0.45	NA	NA	NA	NA
1685	0.48	NA	0.53	NA	NA	NA	NA	0.35	NA	NA	NA	NA	0.55	NA	NA	NA	NA
1686	0.5	NA	0.55	NA	NA	NA	NA	0.56	NA	NA	NA	NA	0.65	NA	NA	NA	NA
1687	0.49	NA	0.58	NA	NA	NA	NA	0.67	NA	NA	NA	NA	0.91	NA	NA	NA	NA
1688	0.43	NA	0.5	NA	NA	NA	NA	0.84	NA	NA	NA	NA	0.73	NA	NA	NA	NA
1689	0.44	NA	0.71	NA	NA	NA	NA	0.82	NA	NA	NA	NA	0.73	NA	NA	NA	NA
1690	0.39	NA	0.96	NA	NA	NA	NA	0.77	NA	NA	NA	NA	0.78	NA	NA	NA	NA
1691	0.28	NA	0.51	NA	NA	NA	NA	0.43	NA	NA	NA	NA	0.57	NA	NA	NA	NA
1692	0.38	NA	0.42	NA	NA	NA	NA	0.38	NA	NA	NA	NA	0.67	NA	NA	NA	NA
1693	0.34	NA	0.4	NA	NA	NA	NA	0.49	NA	NA	NA	NA	0.67	NA	NA	NA	NA
1694	0.42	NA	0.42	NA	NA	NA	NA	0.47	NA	NA	NA	NA	0.74	NA	NA	NA	NA
1695	0.49	NA	0.42	NA	NA	NA	NA	0.45	NA	NA	NA	NA	0.84	NA	NA	NA	NA
1696	0.23	NA	0.46	NA	NA	NA	NA	0.59	NA	NA	NA	NA	0.68	NA	NA	NA	NA
1697	0.06	NA	0.24	NA	NA	NA	NA	0.2	NA	NA	NA	NA	0.65	NA	NA	NA	NA
1698	0.28	NA	0.73	NA	NA	NA	NA	0.37	NA	NA	NA	NA	0.65	NA	NA	NA	NA
1699	0.24	NA	0.52	NA	NA	NA	NA	0.41	NA	NA	NA	NA	0.64	NA	NA	NA	NA
1700	0.25	NA	0.52	NA	NA	NA	NA	0.24	NA	NA	NA	NA	0.57	NA	NA	NA	NA
1701	0.08	NA	0.35	NA	NA	NA	NA	0.16	NA	NA	NA	NA	0.33	NA	NA	NA	NA
1702	0.17	NA	0.46	NA	NA	NA	NA	0.18	NA	NA	NA	NA	0.5	NA	NA	NA	NA
1703	0.12	NA	0.22	NA	NA	NA	NA	0.22	NA	NA	NA	NA	0.34	NA	NA	NA	NA
1704	0.19	NA	0.33	NA	NA	NA	NA	0.1	NA	NA	NA	NA	0.58	NA	NA	NA	NA
1705	0.29	NA	0.47	NA	NA	NA	NA	0.36	NA	NA	NA	NA	0.71	NA	NA	NA	NA
