# Becker - Bayerischer Wald - ABAL - ITRDB GERM5
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/2691
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-2691.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ5-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; germ5-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ5.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/germ5.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 1990-08-01
#--------------------
# File_Last_Modified_Date
#   Date: 1990-08-01
#--------------------
# Title
#   Study_Name: Becker - Bayerischer Wald - ABAL - ITRDB GERM5
#--------------------
# Investigators
#   Investigators: Becker, B.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Bayerischer Wald
#   Location: Germany
#   Northernmost_Latitude: 48.75
#   Southernmost_Latitude: 48.75
#   Easternmost_Longitude: 13.0
#   Westernmost_Longitude: 13.0
#   Elevation_m: 940
#--------------------
# Data_Collection
#   Collection_Name: GERM5
#   First_Year: 1541
#   Last_Year: 1951
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies alba Mill.
#   Common_Name: silver fir
#   Tree_Species_Code: ABAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 878011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 878011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 878012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 878012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 878021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 878021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 878022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 878022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 878031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 878031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 878032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 878032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 878051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 878051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 878052_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 878052; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 878061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 878061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 878062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 878062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 878081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 878081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 878082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 878082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 878091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 878091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 878092_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 878092; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 878111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 878111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 878112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 878112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 878131_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 878131; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 878132_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 878132; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 878141_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 878141; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 878142_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 878142; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 878301_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 878301; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 878302_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 878302; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 878010_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 878010; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 878020_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 878020; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 878030_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 878030; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 878050_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 878050; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 878060_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 878060; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 878080_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 878080; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 878090_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 878090; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 878110_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 878110; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 878130_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 878130; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 878140_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 878140; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 878300_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 878300; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 878302b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 878302b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 878370_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 878370; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 878371_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 878371; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 878372_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 878372; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	878011_raw	878012_raw	878021_raw	878022_raw	878031_raw	878032_raw	878051_raw	878052_raw	878061_raw	878062_raw	878081_raw	878082_raw	878091_raw	878092_raw	878111_raw	878112_raw	878131_raw	878132_raw	878141_raw	878142_raw	878301_raw	878302_raw	878010_raw	878020_raw	878030_raw	878050_raw	878060_raw	878080_raw	878090_raw	878110_raw	878130_raw	878140_raw	878300_raw	878302b_raw	878370_raw	878371_raw	878372_raw
1582	NA	NA	NA	NA	0.34	0.39	NA	NA	0.16	0.18	NA	NA	NA	NA	0.13	0.24	NA	NA	NA	NA	NA	NA	NA	NA	0.36	NA	0.17	NA	NA	0.18	NA	NA	NA	NA	NA	NA	NA
1583	NA	NA	NA	NA	0.51	0.5	NA	NA	0.15	0.21	NA	NA	NA	NA	0.13	0.19	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	0.18	NA	NA	0.15	NA	NA	NA	NA	NA	NA	NA
1584	NA	NA	NA	NA	0.38	0.37	NA	NA	0.16	0.22	NA	NA	NA	NA	0.18	0.19	NA	NA	NA	NA	NA	NA	NA	NA	0.37	NA	0.19	NA	NA	0.17	NA	NA	NA	NA	NA	NA	NA
1585	NA	NA	NA	NA	0.41	0.29	NA	NA	0.13	0.15	NA	NA	NA	NA	0.16	0.14	NA	NA	NA	NA	NA	NA	NA	NA	0.4	NA	0.14	NA	NA	0.13	NA	NA	NA	NA	NA	NA	NA
1586	NA	NA	NA	NA	0.44	0.37	NA	NA	0.18	0.2	NA	NA	NA	NA	0.29	0.22	NA	NA	NA	NA	NA	NA	NA	NA	0.39	NA	0.19	NA	NA	0.23	NA	NA	NA	NA	NA	NA	NA
1587	NA	NA	NA	NA	0.2	0.23	NA	NA	0.08	0.15	NA	NA	NA	NA	0.19	0.15	NA	NA	NA	NA	NA	NA	NA	NA	0.21	NA	0.11	NA	NA	0.14	NA	NA	NA	NA	NA	NA	NA
1588	NA	NA	NA	NA	0.28	0.28	NA	NA	0.09	0.13	NA	NA	NA	NA	0.23	0.2	NA	NA	NA	NA	NA	NA	NA	NA	0.28	NA	0.11	NA	NA	0.17	NA	NA	NA	NA	NA	NA	NA
1589	NA	NA	NA	NA	0.29	0.28	NA	NA	0.06	0.1	NA	NA	NA	NA	0.21	0.18	NA	NA	NA	NA	NA	NA	NA	NA	0.28	NA	0.08	NA	NA	0.17	NA	NA	NA	NA	NA	NA	NA
1590	NA	NA	NA	NA	0.21	0.18	NA	NA	0.05	0.08	NA	NA	NA	NA	0.21	0.01	NA	NA	NA	NA	NA	NA	NA	NA	0.19	NA	0.06	NA	NA	0.15	NA	NA	NA	NA	NA	NA	NA
1591	NA	NA	NA	NA	0.16	0.15	NA	NA	0.02	0.02	NA	NA	NA	NA	0.22	0.01	NA	NA	NA	NA	NA	NA	NA	NA	0.15	NA	0.02	NA	NA	0.22	NA	NA	NA	NA	NA	NA	NA
1592	NA	NA	NA	NA	0.36	0.39	NA	NA	0.08	0.09	NA	NA	NA	NA	0.32	0.37	NA	NA	NA	NA	NA	NA	NA	NA	0.37	NA	0.08	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA
1593	NA	NA	NA	NA	0.29	0.25	NA	NA	0.07	0.06	NA	NA	NA	NA	0.22	0.28	NA	NA	NA	NA	NA	NA	NA	NA	0.27	NA	0.06	NA	NA	0.22	NA	NA	NA	NA	NA	NA	NA
1594	NA	NA	NA	NA	0.41	0.35	NA	NA	0.1	0.13	NA	NA	NA	NA	0.38	0.39	NA	NA	NA	NA	NA	NA	NA	NA	0.38	NA	0.11	NA	NA	0.35	NA	NA	NA	NA	NA	NA	NA
1595	NA	NA	NA	NA	0.19	0.24	NA	NA	0.04	0.05	NA	NA	NA	NA	0.3	0.31	NA	NA	NA	NA	NA	NA	NA	NA	0.21	NA	0.04	NA	NA	0.27	NA	NA	NA	NA	NA	NA	NA
1596	NA	NA	NA	NA	0.18	0.2	NA	NA	0.07	0.06	NA	NA	NA	NA	0.18	0.25	NA	NA	NA	NA	NA	NA	NA	NA	0.19	NA	0.06	NA	NA	0.21	NA	NA	NA	NA	NA	NA	NA
1597	NA	NA	NA	NA	0.19	0.18	NA	NA	0.1	0.07	NA	NA	NA	NA	0.27	0.29	NA	NA	NA	NA	NA	NA	NA	NA	0.18	NA	0.08	NA	NA	0.26	NA	NA	NA	NA	NA	NA	NA
1598	NA	NA	NA	NA	0.14	0.16	NA	NA	0.07	0.04	NA	NA	NA	NA	0.21	0.28	NA	NA	NA	NA	NA	NA	NA	NA	0.15	NA	0.05	NA	NA	0.24	NA	NA	NA	NA	NA	NA	NA
1599	NA	NA	NA	NA	0.12	0.14	NA	NA	0.04	0.03	NA	NA	NA	NA	0.19	0.22	NA	NA	NA	NA	NA	NA	NA	NA	0.13	NA	0.03	NA	NA	0.19	NA	NA	NA	NA	NA	NA	NA
1600	NA	NA	NA	NA	0.16	0.12	NA	NA	0.09	0.06	NA	NA	NA	NA	0.22	0.3	NA	NA	NA	NA	NA	NA	NA	NA	0.14	NA	0.07	NA	NA	0.24	NA	NA	NA	NA	NA	NA	NA
1601	NA	NA	NA	NA	0.16	0.14	NA	NA	0.1	0.08	NA	NA	NA	NA	0.25	0.29	NA	NA	NA	NA	NA	NA	NA	NA	0.15	NA	0.09	NA	NA	0.27	NA	NA	NA	NA	NA	NA	NA
1602	NA	NA	NA	NA	0.25	0.28	NA	NA	0.09	0.1	NA	NA	NA	NA	0.34	0.36	NA	NA	NA	NA	NA	NA	NA	NA	0.26	NA	0.09	NA	NA	0.35	NA	NA	NA	NA	NA	NA	NA
1603	NA	NA	NA	NA	0.19	0.24	NA	NA	0.08	0.05	NA	NA	NA	NA	0.28	0.31	NA	NA	NA	NA	NA	NA	NA	NA	0.21	NA	0.06	NA	NA	0.29	NA	NA	NA	NA	NA	NA	NA
1604	NA	NA	NA	NA	0.16	0.2	NA	NA	0.05	0.02	NA	NA	NA	NA	0.31	0.27	NA	NA	NA	NA	NA	NA	NA	NA	0.18	NA	0.03	NA	NA	0.28	NA	NA	NA	NA	NA	NA	NA
1605	NA	NA	NA	NA	0.16	0.18	NA	NA	0.05	0.03	NA	NA	NA	NA	0.33	0.25	NA	NA	NA	NA	NA	NA	NA	NA	0.17	NA	0.04	NA	NA	0.27	NA	NA	NA	NA	NA	NA	NA
1606	NA	NA	NA	NA	0.16	0.15	NA	NA	0.03	0.02	NA	NA	NA	NA	0.23	0.18	NA	NA	NA	NA	NA	NA	NA	NA	0.15	NA	0.02	NA	NA	0.19	NA	NA	NA	NA	NA	NA	NA
1607	NA	NA	NA	NA	0.18	0.18	NA	NA	0.05	0.05	NA	NA	NA	NA	0.28	0.22	NA	NA	NA	NA	NA	NA	NA	NA	0.18	NA	0.05	NA	NA	0.24	NA	NA	NA	NA	NA	NA	NA
1608	NA	NA	NA	NA	0.07	0.1	NA	NA	0.01	0.01	NA	NA	NA	NA	0.14	0.12	NA	NA	NA	NA	NA	NA	NA	NA	0.08	NA	0.01	NA	NA	0.12	NA	NA	NA	NA	NA	NA	NA
1609	NA	NA	NA	NA	0.14	0.1	NA	NA	0.05	0.04	NA	NA	NA	NA	0.24	0.24	NA	NA	NA	NA	NA	NA	NA	NA	0.12	NA	0.04	NA	NA	0.23	NA	NA	NA	NA	NA	NA	NA
1610	NA	NA	NA	NA	0.11	0.09	NA	NA	0.04	0.05	NA	NA	NA	NA	0.23	0.17	NA	NA	NA	NA	NA	NA	NA	NA	0.1	NA	0.04	NA	NA	0.2	NA	NA	NA	NA	NA	NA	NA
1611	NA	NA	NA	NA	0.21	0.12	NA	NA	0.04	0.04	NA	NA	NA	NA	0.27	0.24	NA	NA	NA	NA	NA	NA	NA	NA	0.16	NA	0.04	NA	NA	0.25	NA	NA	NA	NA	NA	NA	NA
1612	NA	NA	NA	NA	0.24	0.22	NA	NA	0.05	0.04	NA	NA	NA	NA	0.26	0.28	NA	NA	NA	NA	NA	NA	NA	NA	0.23	NA	0.04	NA	NA	0.25	NA	NA	NA	NA	NA	NA	NA
1613	NA	NA	NA	NA	0.13	0.15	NA	NA	0.08	0.1	NA	NA	NA	NA	0.22	0.2	NA	NA	NA	NA	NA	NA	NA	NA	0.14	NA	0.09	NA	NA	0.21	NA	NA	NA	NA	NA	NA	NA
1614	NA	NA	NA	NA	0.25	0.21	NA	NA	0.11	0.12	NA	NA	NA	NA	0.22	0.18	NA	NA	NA	NA	NA	NA	NA	NA	0.23	NA	0.11	NA	NA	0.21	NA	NA	NA	NA	NA	NA	NA
1615	NA	NA	NA	NA	0.33	0.36	NA	NA	0.19	0.17	NA	NA	NA	NA	0.27	0.25	NA	NA	NA	NA	NA	NA	NA	NA	0.34	NA	0.18	NA	NA	0.27	NA	NA	NA	NA	NA	NA	NA
1616	NA	NA	NA	NA	0.21	0.18	NA	NA	0.18	0.1	NA	NA	NA	NA	0.18	0.16	NA	NA	NA	NA	NA	NA	NA	NA	0.19	NA	0.11	NA	NA	0.17	NA	NA	NA	NA	NA	NA	NA
1617	NA	NA	NA	NA	0.21	0.18	NA	NA	0.15	0.14	NA	NA	NA	NA	0.27	0.32	NA	NA	NA	NA	NA	NA	NA	NA	0.19	NA	0.14	NA	NA	0.25	NA	NA	NA	NA	NA	NA	NA
1618	NA	NA	NA	NA	0.22	0.2	NA	NA	0.2	0.17	NA	NA	NA	NA	0.26	0.3	NA	NA	NA	NA	NA	NA	NA	NA	0.21	NA	0.18	NA	NA	0.24	NA	NA	NA	NA	NA	NA	NA
1619	NA	NA	NA	NA	0.22	0.25	NA	NA	0.24	0.21	NA	NA	NA	NA	0.19	0.26	NA	NA	NA	NA	NA	NA	NA	NA	0.22	NA	0.22	NA	NA	0.2	NA	NA	NA	NA	NA	NA	NA
1620	NA	NA	NA	NA	0.37	0.35	NA	NA	0.33	0.37	NA	NA	NA	NA	0.41	0.45	NA	NA	NA	NA	NA	NA	NA	NA	0.36	NA	0.35	NA	NA	0.39	NA	NA	NA	NA	NA	NA	NA
1621	NA	NA	NA	NA	0.34	0.32	NA	NA	0.22	0.29	NA	NA	NA	NA	0.39	0.5	NA	NA	NA	NA	NA	NA	NA	NA	0.33	NA	0.25	NA	NA	0.4	NA	NA	NA	NA	NA	NA	NA
1622	NA	NA	NA	NA	0.32	0.3	NA	NA	0.12	0.17	NA	NA	NA	NA	0.4	0.47	NA	NA	NA	NA	NA	NA	NA	NA	0.31	NA	0.14	NA	NA	0.44	NA	NA	NA	NA	NA	NA	NA
1623	NA	NA	NA	NA	0.26	0.17	NA	NA	0.09	0.13	NA	NA	NA	NA	0.26	0.36	NA	NA	NA	NA	NA	NA	NA	NA	0.21	NA	0.11	NA	NA	0.32	NA	NA	NA	NA	NA	NA	NA
1624	NA	NA	NA	NA	0.26	0.17	NA	NA	0.1	0.12	NA	NA	NA	NA	0.25	0.33	NA	NA	NA	NA	NA	NA	NA	NA	0.21	NA	0.11	NA	NA	0.31	NA	NA	NA	NA	NA	NA	NA
1625	NA	NA	NA	NA	0.22	0.16	NA	NA	0.1	0.12	NA	NA	NA	NA	0.24	0.24	NA	NA	NA	NA	NA	NA	NA	NA	0.19	NA	0.11	NA	NA	0.27	NA	NA	NA	NA	NA	NA	NA
1626	NA	NA	NA	NA	0.33	0.26	NA	NA	0.17	0.2	NA	NA	NA	NA	0.25	0.2	NA	NA	NA	NA	NA	NA	NA	NA	0.29	NA	0.18	NA	NA	0.2	NA	NA	NA	NA	NA	NA	NA
1627	NA	NA	NA	NA	0.31	0.27	NA	NA	0.19	0.27	NA	NA	NA	NA	0.4	0.43	NA	NA	NA	NA	NA	NA	NA	NA	0.29	NA	0.23	NA	NA	0.41	NA	NA	NA	NA	NA	NA	NA
1628	NA	NA	NA	NA	0.27	0.22	NA	NA	0.15	0.19	NA	NA	NA	NA	0.33	0.4	NA	NA	NA	NA	NA	NA	NA	NA	0.24	NA	0.17	NA	NA	0.36	NA	NA	NA	NA	NA	NA	NA
1629	NA	NA	NA	NA	0.26	0.25	NA	NA	0.18	0.3	NA	NA	NA	NA	0.37	0.63	NA	NA	NA	NA	NA	NA	NA	NA	0.25	NA	0.24	NA	NA	0.48	NA	NA	NA	NA	NA	NA	NA
1630	NA	NA	NA	NA	0.24	0.22	NA	NA	0.13	0.21	NA	NA	NA	NA	0.21	0.57	NA	NA	NA	NA	NA	NA	NA	NA	0.23	NA	0.17	NA	NA	0.39	NA	NA	NA	NA	NA	NA	NA
1631	NA	NA	NA	NA	0.18	0.16	NA	NA	0.11	0.2	NA	NA	NA	NA	0.13	0.5	NA	NA	NA	NA	NA	NA	NA	NA	0.17	NA	0.15	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA
1632	NA	NA	NA	NA	0.18	0.16	NA	NA	0.09	0.16	NA	NA	NA	NA	0.3	0.62	NA	NA	NA	NA	NA	NA	NA	NA	0.17	NA	0.12	NA	NA	0.46	NA	NA	NA	NA	NA	NA	NA
1633	NA	NA	NA	NA	0.21	0.2	NA	NA	0.12	0.19	NA	NA	NA	NA	0.34	0.46	NA	NA	NA	NA	NA	NA	NA	NA	0.2	NA	0.15	NA	NA	0.41	NA	NA	NA	NA	NA	NA	NA
1634	NA	NA	NA	NA	0.16	0.12	NA	NA	0.07	0.11	NA	NA	NA	NA	0.26	0.46	NA	NA	NA	NA	NA	NA	NA	NA	0.14	NA	0.09	NA	NA	0.34	NA	NA	NA	NA	NA	NA	NA
1635	NA	NA	NA	NA	0.19	0.2	NA	NA	0.09	0.14	NA	NA	NA	NA	0.29	0.55	NA	NA	NA	NA	NA	NA	NA	NA	0.19	NA	0.11	NA	NA	0.41	NA	NA	NA	NA	NA	NA	NA
1636	NA	NA	NA	NA	0.09	0.07	NA	NA	0.05	0.1	NA	NA	NA	NA	0.21	0.4	NA	NA	NA	NA	NA	NA	NA	NA	0.08	NA	0.07	NA	NA	0.29	NA	NA	NA	NA	NA	NA	NA
1637	NA	NA	NA	NA	0.14	0.16	NA	NA	0.07	0.12	NA	NA	NA	NA	0.19	0.27	NA	NA	NA	NA	NA	NA	NA	NA	0.15	NA	0.09	NA	NA	0.24	NA	NA	NA	NA	NA	NA	NA
1638	NA	NA	NA	NA	0.34	0.3	NA	NA	0.08	0.14	NA	NA	NA	NA	0.24	0.35	NA	NA	NA	NA	NA	NA	NA	NA	0.32	NA	0.11	NA	NA	0.33	NA	NA	NA	NA	NA	NA	NA
1639	NA	NA	NA	NA	0.32	0.25	NA	NA	0.1	0.19	NA	NA	NA	NA	0.38	0.43	NA	NA	NA	NA	NA	NA	NA	NA	0.28	NA	0.14	NA	NA	0.46	NA	NA	NA	NA	NA	NA	NA
1640	NA	NA	NA	NA	0.3	0.23	NA	NA	0.09	0.15	NA	NA	NA	NA	0.3	0.43	NA	NA	NA	NA	NA	NA	NA	NA	0.26	NA	0.12	NA	NA	0.37	NA	NA	NA	NA	NA	NA	NA
1641	NA	NA	NA	NA	0.34	0.28	NA	NA	0.08	0.14	NA	NA	NA	NA	0.26	0.5	NA	NA	NA	NA	NA	NA	NA	NA	0.31	NA	0.11	NA	NA	0.4	NA	NA	NA	NA	NA	NA	NA
1642	NA	NA	NA	NA	0.37	0.3	NA	NA	0.11	0.16	NA	NA	NA	NA	0.3	0.45	NA	NA	NA	NA	NA	NA	NA	NA	0.33	NA	0.13	NA	NA	0.39	NA	NA	NA	NA	NA	NA	NA
1643	NA	NA	0.13	0.13	0.37	0.29	NA	NA	0.15	0.16	NA	NA	NA	NA	0.21	0.86	NA	NA	NA	NA	NA	NA	NA	0.13	0.33	NA	0.15	NA	NA	0.32	NA	NA	NA	NA	NA	NA	NA
1644	NA	NA	0.16	0.13	0.28	0.17	NA	NA	0.1	0.1	NA	NA	NA	NA	0.19	0.43	NA	NA	NA	NA	NA	NA	NA	0.14	0.22	NA	0.1	NA	NA	0.33	NA	NA	NA	NA	NA	NA	NA
1645	NA	NA	0.2	0.22	0.27	0.17	NA	NA	0.09	0.08	NA	NA	NA	NA	0.18	0.44	NA	NA	NA	NA	NA	NA	NA	0.21	0.22	NA	0.08	NA	NA	0.32	NA	NA	NA	NA	NA	NA	NA
1646	NA	NA	0.24	0.25	0.29	0.24	NA	NA	0.08	0.07	NA	NA	NA	NA	0.21	0.47	0.33	0.3	NA	NA	NA	NA	NA	0.24	0.26	NA	0.07	NA	NA	0.36	0.31	NA	NA	NA	NA	NA	NA
1647	NA	NA	0.23	0.22	0.26	0.19	NA	NA	0.08	0.08	NA	NA	NA	NA	0.19	0.43	0.31	0.33	NA	NA	NA	NA	NA	0.22	0.22	NA	0.08	NA	NA	0.33	0.32	NA	NA	NA	NA	NA	NA
1648	NA	NA	0.22	0.23	0.23	0.17	NA	NA	0.08	0.09	NA	NA	NA	NA	0.2	0.45	0.37	0.35	NA	NA	NA	NA	NA	0.22	0.2	NA	0.08	NA	NA	0.32	0.36	NA	NA	NA	NA	NA	NA
1649	NA	NA	0.32	0.16	0.27	0.25	NA	NA	0.11	0.11	NA	NA	NA	NA	0.31	0.5	0.32	0.31	NA	NA	NA	NA	NA	0.24	0.26	NA	0.11	NA	NA	0.39	0.31	NA	NA	NA	NA	NA	NA
1650	NA	NA	0.27	0.2	0.32	0.26	NA	NA	0.1	0.09	NA	NA	NA	NA	0.34	0.5	0.39	0.38	NA	NA	NA	NA	NA	0.23	0.29	NA	0.09	NA	NA	0.39	0.38	NA	NA	NA	NA	NA	NA
1651	NA	NA	0.17	0.1	0.32	0.21	NA	NA	0.09	0.07	NA	NA	NA	NA	0.27	0.44	0.18	0.17	NA	NA	NA	NA	NA	0.13	0.27	NA	0.08	NA	NA	0.35	0.17	NA	NA	NA	NA	NA	NA
1652	NA	NA	0.13	0.12	0.31	0.29	NA	NA	0.09	0.09	NA	NA	NA	NA	0.32	0.42	0.18	0.18	NA	NA	NA	NA	NA	0.12	0.3	NA	0.09	NA	NA	0.35	0.18	NA	NA	NA	NA	NA	NA
1653	NA	NA	0.1	0.08	0.22	0.22	NA	NA	0.08	0.07	NA	NA	NA	NA	0.12	0.13	0.16	0.14	NA	NA	NA	NA	NA	0.09	0.22	NA	0.07	NA	NA	0.11	0.15	NA	NA	NA	NA	NA	NA
1654	NA	NA	0.06	0.06	0.25	0.2	NA	NA	0.07	0.09	NA	NA	NA	NA	0.23	0.32	0.19	0.15	NA	NA	NA	NA	NA	0.06	0.22	NA	0.08	NA	NA	0.27	0.17	NA	NA	NA	NA	NA	NA
