# Schweingruber - Simmental, Iffigenalp - PCAB - ITRDB SWIT169
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4647
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4647.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit169x-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit169x-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit169x.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit169x.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-28
#--------------------
# Title
#   Study_Name: Schweingruber - Simmental, Iffigenalp - PCAB - ITRDB SWIT169
#--------------------
# Investigators
#   Investigators: Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2019-01-09. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Simmental, Iffigenalp
#   Location: Switzerland
#   Northernmost_Latitude: 46.4
#   Southernmost_Latitude: 46.4
#   Easternmost_Longitude: 7.43
#   Westernmost_Longitude: 7.43
#   Elevation_m: 1900
#--------------------
# Data_Collection
#   Collection_Name: SWIT169
#   First_Year: 1532
#   Last_Year: 1986
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  maximum density
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 757311_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 757311; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 757312_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 757312; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 757321_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 757321; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 757322_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 757322; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 757331_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 757331; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 757332_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 757332; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 757341_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 757341; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 757342_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 757342; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 757351_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 757351; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 757352_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 757352; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	757311_raw	757312_raw	757321_raw	757322_raw	757331_raw	757332_raw	757341_raw	757342_raw	757351_raw	757352_raw
1532	NA	NA	NA	NA	NA	NA	0.88	NA	NA	NA
1533	NA	NA	NA	NA	NA	NA	0.75	NA	NA	NA
1534	NA	NA	NA	NA	NA	NA	0.81	NA	NA	NA
1535	NA	NA	NA	NA	NA	NA	0.84	NA	NA	NA
1536	NA	NA	NA	NA	NA	NA	0.88	NA	NA	NA
1537	NA	NA	NA	NA	NA	NA	0.73	NA	NA	NA
1538	NA	NA	NA	NA	NA	NA	1.01	NA	NA	NA
1539	NA	NA	NA	NA	NA	NA	0.74	NA	NA	NA
1540	NA	NA	NA	NA	NA	NA	0.89	NA	NA	NA
1541	NA	NA	NA	NA	NA	NA	0.89	NA	NA	NA
1542	NA	NA	NA	NA	NA	NA	0.76	NA	NA	NA
1543	NA	NA	NA	NA	NA	NA	1.03	NA	NA	NA
1544	NA	NA	NA	NA	NA	NA	0.91	NA	NA	NA
1545	NA	NA	NA	NA	NA	NA	0.98	NA	NA	NA
1546	NA	NA	NA	NA	NA	NA	0.85	NA	NA	NA
1547	NA	NA	NA	NA	NA	NA	0.84	NA	NA	NA
1548	NA	NA	NA	NA	NA	NA	0.88	NA	NA	NA
1549	NA	NA	NA	NA	NA	NA	0.94	NA	NA	NA
1550	NA	NA	NA	NA	NA	NA	0	NA	NA	NA
1551	NA	NA	NA	NA	NA	NA	0	NA	NA	NA
1552	NA	NA	NA	NA	NA	NA	0.96	NA	NA	NA
1553	NA	NA	NA	NA	NA	NA	0.98	NA	NA	NA
1554	NA	NA	NA	NA	NA	NA	1.04	NA	NA	NA
1555	NA	NA	NA	NA	NA	NA	0.91	NA	NA	NA
1556	NA	NA	NA	NA	NA	NA	0.96	NA	NA	NA
1557	NA	NA	NA	NA	NA	NA	0.99	NA	NA	NA
1558	NA	NA	NA	NA	NA	NA	0.84	NA	NA	NA
1559	NA	NA	NA	NA	NA	NA	0.94	NA	NA	NA
1560	NA	NA	NA	NA	NA	NA	1.06	NA	NA	NA
1561	NA	NA	NA	NA	NA	NA	0.86	NA	NA	NA
1562	NA	NA	NA	NA	NA	NA	1	NA	NA	NA
1563	NA	NA	NA	NA	NA	0.73	0.91	NA	NA	NA
1564	NA	NA	NA	NA	NA	0.87	0.95	NA	NA	NA
1565	NA	NA	NA	NA	NA	0.89	1.01	NA	NA	NA
1566	NA	NA	NA	NA	NA	0.8	0.87	NA	NA	NA
1567	NA	NA	NA	NA	NA	0.88	0.98	NA	NA	NA
1568	NA	NA	NA	NA	NA	0.62	0.89	NA	NA	NA
1569	NA	NA	NA	NA	NA	0.75	0.98	0.77	NA	NA
1570	NA	NA	NA	NA	NA	0.82	0.96	0.81	NA	NA
1571	NA	NA	NA	NA	NA	0.86	0.98	0.85	NA	NA
1572	NA	NA	NA	NA	NA	0.87	1.04	0.87	NA	NA
1573	NA	NA	NA	NA	NA	0.77	0.82	0.82	NA	NA
1574	NA	NA	NA	NA	NA	0.78	1.01	0.83	NA	NA
1575	NA	NA	NA	NA	NA	0.85	0.94	0.95	NA	NA
1576	NA	NA	NA	NA	NA	0.6	0.89	0.94	NA	NA
1577	NA	NA	NA	NA	NA	0.87	0.89	0.92	NA	NA
1578	NA	NA	NA	NA	0.74	0.83	0.93	0.91	NA	NA
1579	NA	NA	NA	NA	0.56	0.6	0.89	0.84	NA	NA
1580	NA	NA	NA	NA	0.79	0.84	0.92	0.92	NA	NA
1581	NA	NA	NA	NA	0.78	0.85	0.75	0.92	NA	NA
1582	NA	NA	NA	NA	0.82	0.88	0.95	0.83	NA	NA
1583	NA	NA	NA	NA	0.77	0.81	0.98	0.97	NA	NA
1584	NA	NA	NA	NA	0.83	0.88	1.02	0.96	NA	NA
1585	NA	NA	NA	NA	0.69	0.78	0.99	0.88	NA	NA
1586	NA	NA	NA	NA	0.74	0.82	1.03	1.03	NA	NA
1587	NA	NA	NA	NA	0.61	0.63	0.93	0.91	NA	NA
1588	NA	NA	NA	NA	0.62	0.68	1.04	0.93	NA	NA
1589	NA	NA	NA	NA	0.66	0.7	0.99	0.94	NA	NA
1590	NA	NA	NA	NA	0.78	0.92	0.97	0.94	NA	NA
1591	NA	NA	NA	NA	0.75	0.81	1.01	0.89	NA	NA
1592	NA	NA	NA	NA	0.9	0.83	1.07	0.94	NA	NA
1593	NA	NA	NA	NA	0.71	0.69	0.97	0.85	NA	NA
1594	NA	NA	NA	NA	0.75	0.78	0.92	0.8	NA	NA
1595	NA	NA	NA	NA	0.78	0.8	0.92	0.84	NA	NA
1596	NA	NA	NA	NA	0.83	0.88	0.98	0.88	NA	NA
1597	NA	NA	NA	NA	0.68	0.68	0.89	0.71	NA	NA
1598	NA	NA	NA	NA	0.74	0.74	0.92	0.89	NA	NA
1599	NA	NA	NA	NA	0.84	0.91	0.93	0.92	NA	NA
1600	NA	NA	NA	NA	0.7	0.73	0.83	0.81	NA	NA
1601	NA	NA	NA	NA	0.69	0.77	0.82	0.85	NA	NA
1602	NA	NA	NA	NA	0.67	0.71	0.79	0.79	NA	NA
1603	NA	NA	NA	NA	0.84	0.81	0.83	0.87	NA	NA
1604	NA	NA	NA	NA	0.69	0.74	0.76	0.83	NA	NA
