# Bräker - Jussy JU - QURO - ITRDB SWIT264
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/14100
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-14100.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit264-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit264-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit264.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit264.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: Bräker - Jussy JU - QURO - ITRDB SWIT264
#--------------------
# Investigators
#   Investigators: Bräker, O.U.; Zingg, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Jussy JU
#   Location: Switzerland
#   Northernmost_Latitude: 46.2358
#   Southernmost_Latitude: 46.2358
#   Easternmost_Longitude: 6.2669
#   Westernmost_Longitude: 6.2669
#   Elevation_m: 480
#--------------------
# Data_Collection
#   Collection_Name: SWIT264
#   First_Year: 1916
#   Last_Year: 1998
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus robur L. = Quercus pendunculata Ehrl.
#   Common_Name: English oak
#   Tree_Species_Code: QURO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## jupqr01a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: jupqr01a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## jupqr01b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: jupqr01b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## jupqr02a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: jupqr02a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## jupqr02b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: jupqr02b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## jupqr03a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: jupqr03a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## jupqr03b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: jupqr03b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## jupqr04a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: jupqr04a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## jupqr04b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: jupqr04b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## jupqr05a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: jupqr05a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## jupqr05b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: jupqr05b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## jupqr06a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: jupqr06a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## jupqr06b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: jupqr06b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## jupqr07a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: jupqr07a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## jupqr07b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: jupqr07b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## jupqr08a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: jupqr08a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## jupqr08b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: jupqr08b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## jupqr09a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: jupqr09a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## jupqr09b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: jupqr09b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## jupqr10a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: jupqr10a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## jupqr10b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: jupqr10b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## jupqr11a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: jupqr11a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## jupqr11b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: jupqr11b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	jupqr01a_raw	jupqr01b_raw	jupqr02a_raw	jupqr02b_raw	jupqr03a_raw	jupqr03b_raw	jupqr04a_raw	jupqr04b_raw	jupqr05a_raw	jupqr05b_raw	jupqr06a_raw	jupqr06b_raw	jupqr07a_raw	jupqr07b_raw	jupqr08a_raw	jupqr08b_raw	jupqr09a_raw	jupqr09b_raw	jupqr10a_raw	jupqr10b_raw	jupqr11a_raw	jupqr11b_raw
1916	NA	NA	NA	NA	1.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1917	NA	NA	NA	NA	1.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.92	NA	NA
1918	NA	1.79	NA	NA	2.1	NA	NA	NA	NA	NA	NA	NA	NA	2.81	NA	NA	NA	NA	NA	4.16	NA	NA
1919	1.77	1.55	NA	NA	1.46	NA	NA	NA	NA	NA	NA	NA	NA	2.05	NA	NA	NA	NA	NA	2.55	NA	NA
1920	1.24	1.19	NA	NA	1.83	NA	NA	NA	NA	NA	NA	NA	NA	1.88	NA	NA	NA	NA	NA	1.8	NA	NA
1921	2.23	1.58	NA	NA	2.51	NA	NA	NA	NA	NA	NA	NA	NA	2.34	NA	NA	NA	NA	2.29	2.13	NA	NA
1922	1.34	0.96	NA	NA	1.54	2.31	NA	NA	NA	NA	NA	NA	2.54	1.11	NA	NA	NA	NA	2.44	1.99	NA	NA
1923	2.25	1.49	NA	NA	1.74	3.07	NA	1.45	NA	NA	NA	NA	3.73	1.76	NA	NA	NA	NA	3.31	2.66	NA	2.75
1924	1.55	1.55	NA	NA	1.5	2.41	NA	1.6	NA	NA	NA	NA	3.16	1.53	NA	NA	NA	NA	3.25	2.99	NA	2.24
1925	2.01	1.79	NA	NA	1.38	1.77	NA	1.43	NA	NA	NA	NA	2.5	1.32	NA	NA	NA	NA	3.05	2.55	NA	2.56
1926	1.65	1.27	NA	NA	1.13	1.1	NA	1.28	NA	NA	NA	NA	1.95	0.9	NA	NA	NA	NA	2.2	1.93	NA	1.61
1927	1.59	1.56	NA	NA	0.74	0.68	NA	1.7	NA	NA	NA	NA	1.76	1.33	NA	NA	NA	NA	2.04	2.22	1.32	1.48
1928	3.7	1.67	NA	NA	1.2	1.03	NA	1.19	NA	NA	NA	NA	1.43	1.03	NA	NA	NA	NA	1.63	2	0.98	1.04
1929	3.8	2.28	NA	NA	2.17	2.35	NA	2.09	NA	NA	NA	NA	0.95	0.77	NA	NA	NA	NA	1.11	1.59	1.19	1.29
1930	4.31	2.1	NA	NA	2.97	2.89	NA	1.35	NA	NA	NA	NA	0.29	0.37	NA	NA	NA	NA	0.97	1.48	2.41	2.22
1931	3.46	2.3	NA	NA	2.59	2.79	NA	1.2	NA	NA	NA	NA	0.39	0.31	1.6	1.53	NA	NA	1.35	1.65	2.31	2.05
1932	2.65	1.85	NA	NA	2.6	2.69	NA	0.87	NA	NA	2.48	NA	0.53	0.25	1.05	1.04	NA	NA	1.35	2.13	2.79	2.63
1933	4.04	2.98	NA	NA	2.61	3.3	NA	1.52	NA	NA	3.05	NA	0.63	0.69	1.78	1.97	NA	NA	2.06	2.8	3.07	2.81
1934	3.49	2.78	NA	NA	1.93	2.52	NA	1.42	NA	NA	2.59	NA	0.58	0.74	1.18	1.05	NA	NA	1.53	2.4	1.18	1.43
1935	3.08	1.95	NA	NA	1.99	2.58	NA	1.29	NA	NA	2.58	NA	1.05	1.08	1.3	1.56	NA	NA	1.81	2.07	0.83	0.93
1936	2.67	2.16	NA	NA	2.26	2.98	NA	1.17	NA	NA	2.3	2.66	0.77	1.02	0.84	1.1	NA	NA	2.2	2.79	1.29	1.42
1937	3.85	2.69	NA	NA	2.48	3.54	NA	0.88	NA	NA	2.25	2.23	0.69	0.7	1.75	1.53	NA	NA	1.97	2.38	1.94	1.29
1938	2.75	2.17	NA	NA	1.77	2.23	NA	1.38	NA	NA	1.97	2.38	0.51	0.58	1.18	1	NA	NA	1.78	1.91	1.2	0.76
1939	3.44	2.67	NA	NA	1.19	1.69	NA	0.99	NA	NA	1.69	1.76	0.36	0.41	1.2	0.99	NA	NA	1.23	1.31	0.96	0.47
1940	3.62	3.34	NA	NA	1.05	1.5	NA	1.19	NA	NA	2.24	1.99	0.34	0.34	1.4	1.08	NA	NA	1.28	1.12	1	0.71
1941	4.18	3.72	NA	NA	1.47	1.9	2.75	2.27	NA	NA	3.27	3.45	0.37	0.47	1.31	1.04	NA	NA	2.08	1.47	1.67	1.01
1942	3.76	3.48	NA	NA	1.92	2.2	2.01	1.28	NA	NA	2.73	2.59	0.5	0.47	0.97	1.32	NA	NA	1.84	1.45	1.45	0.92
1943	3.07	2.7	NA	NA	1.56	2.41	1.89	1.52	NA	NA	2.31	2.64	0.93	1.14	0.93	1.34	NA	NA	1.78	1.32	1.5	1.16
1944	3.61	3.58	NA	NA	1.23	2.05	2.86	2.28	NA	NA	2.76	3.63	1.32	1.64	2.18	1.93	NA	3.12	1.86	2.16	2.5	1.04
1945	3.57	2.82	NA	NA	0.94	2.13	3.28	2.04	NA	NA	3.59	3.98	1	1.09	1.97	2.66	NA	1.89	2.23	3.66	2.79	2.26
1946	1.8	1.18	NA	NA	1.73	1.66	1.88	1.71	NA	NA	3.45	3.13	1.55	1.8	1.7	1.89	NA	1.18	2.05	2.94	1.64	1.21
1947	4.07	2.79	4.03	NA	2.17	2.55	1.99	1.94	NA	NA	3.68	3.8	1.46	1.96	1.86	2.25	3.69	2.69	3.09	4.18	3.85	2.73
1948	3.72	2.75	3.46	3.78	2.23	3.32	3.59	2.61	NA	NA	4.59	5.68	2.58	2.87	2.35	2.75	3.59	1.78	4.29	5.4	3.95	3.08
1949	4.97	4.82	4.51	4.98	2.18	3.25	3.04	2.49	NA	NA	4.74	4.91	2.44	2.56	2.98	3.81	3.97	1.96	4.73	6.49	3.59	3.28
1950	2.86	2.72	2.74	3.59	2.26	3.25	3.43	3.13	NA	NA	3.76	4.07	3.06	3.24	2.34	2.72	2.3	1.71	4.3	5.5	2.68	2.03
1951	1.97	1.9	4.2	5.99	1.7	2.76	2.44	2.26	NA	NA	2.41	3.25	2.72	2.6	2.08	2.62	3.6	2.11	4.15	5.23	2.77	2.04
1952	1.83	2.51	4.8	6.38	1.85	2.88	2.4	2.4	NA	NA	2.21	4.07	2.75	2.67	2.21	2.39	4.27	2.52	4.68	4.46	3.63	2.84
1953	1.89	2.19	2.93	4.07	1.38	2.33	1.74	1.92	NA	NA	1.59	2.3	1.97	2.15	1.88	2.16	3.06	1.89	3.08	3.49	2.55	2.04
1954	2	2.45	3.09	5.11	1.09	2.03	1.89	1.69	NA	NA	1.67	1.98	2.01	2.13	1.74	1.82	3.49	1.71	3.21	3.33	2.37	1.79
1955	2.14	2.26	2.94	4.97	0.92	1.75	1.98	1.83	NA	NA	2	2.28	1.51	2.12	1.96	1.75	3.62	2.01	2.69	2.96	1.72	0.57
1956	2.78	3.54	3	5.99	1.83	2.45	3.09	2.45	NA	NA	3.11	3.67	2.31	2.45	2.5	3.23	4.56	3	4.36	4.46	3.18	1.38
1957	2.48	2.65	2.16	5.15	1.61	2.07	2.65	1	NA	2.27	2.44	2.75	1.99	2.6	2.04	3.03	3.56	2.57	3.46	3.49	3.55	1.78
1958	2.25	2.64	2.27	2.72	1.72	2.3	1.97	1.27	NA	1.08	2.48	2.25	0.96	1.35	0.82	1.65	2.38	1.38	2.9	2.95	1.38	1.16
1959	2.26	3.85	3.94	4.67	1.91	2.59	3.04	2.46	NA	2.72	3.07	3.21	2.34	2.24	1.9	3.72	3.89	2.93	3.89	3.83	2.56	2.3
1960	2.47	3.13	1.67	2.59	1.96	3.18	3.78	2.38	NA	1.79	3.14	3.25	1.71	1.88	1.63	2.45	3.07	2.3	3.63	3.62	2.75	2.43
1961	2.24	2.75	2.34	3.81	1.93	2.57	2.95	2.02	NA	2.74	3.03	3.01	1.68	1.87	1.71	2.54	3.44	2.63	3.14	3.07	2.6	2.01
