# Schweingruber - Col D'Allos - ABAL - ITRDB FRAN015
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4387
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4387.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/fran015x-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; fran015x-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/fran015x.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/fran015x.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-07-31
#--------------------
# File_Last_Modified_Date
#   Date: 2002-07-31
#--------------------
# Title
#   Study_Name: Schweingruber - Col D'Allos - ABAL - ITRDB FRAN015
#--------------------
# Investigators
#   Investigators: Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2019-01-08. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Col D'Allos
#   Location: France
#   Northernmost_Latitude: 44.27
#   Southernmost_Latitude: 44.27
#   Easternmost_Longitude: 6.57
#   Westernmost_Longitude: 6.57
#   Elevation_m: 1900
#--------------------
# Data_Collection
#   Collection_Name: FRAN015
#   First_Year: 1771
#   Last_Year: 1975
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  maximum density
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies alba Mill.
#   Common_Name: silver fir
#   Tree_Species_Code: ABAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 256010_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 256010; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 256020_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 256020; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 256040_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 256040; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 256080_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 256080; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 256130_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 256130; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 256170_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 256170; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 256190_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 256190; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 256200_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 256200; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 256240_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 256240; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 256250_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 256250; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 256270_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 256270; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	256010_raw	256020_raw	256040_raw	256080_raw	256130_raw	256170_raw	256190_raw	256200_raw	256240_raw	256250_raw	256270_raw
1771	NA	NA	NA	NA	NA	NA	0.79	NA	NA	NA	NA
1772	NA	0.85	NA	NA	NA	NA	0.82	NA	NA	NA	NA
1773	NA	0.84	NA	NA	NA	NA	0.81	NA	NA	NA	NA
1774	NA	0.92	NA	NA	NA	NA	0.94	NA	NA	NA	NA
1775	NA	0.85	NA	NA	NA	NA	0.84	NA	NA	NA	NA
1776	NA	0.86	NA	NA	NA	NA	0.84	NA	NA	NA	NA
1777	NA	0.9	NA	NA	NA	NA	0.88	NA	NA	NA	NA
1778	NA	0.9	NA	NA	NA	NA	0.86	NA	NA	NA	NA
1779	NA	0.87	NA	NA	NA	NA	0.83	NA	NA	NA	NA
1780	NA	0.9	NA	NA	NA	NA	0.9	NA	NA	NA	NA
1781	NA	0.9	NA	NA	NA	NA	0.85	NA	NA	NA	NA
1782	NA	0.84	NA	NA	NA	NA	0.93	NA	NA	NA	NA
1783	NA	0.91	NA	NA	NA	NA	0.81	NA	NA	NA	NA
1784	NA	0.91	NA	NA	NA	NA	0.91	NA	NA	NA	NA
1785	NA	0.89	NA	NA	NA	NA	0.87	NA	NA	NA	NA
1786	NA	0.92	NA	NA	NA	NA	0.85	NA	NA	NA	NA
1787	NA	0.88	NA	NA	NA	NA	0.83	NA	NA	NA	NA
1788	NA	0.92	NA	NA	NA	NA	0.86	NA	NA	NA	NA
1789	NA	0.93	NA	NA	NA	NA	0.88	NA	NA	NA	NA
1790	NA	0.95	NA	NA	NA	NA	0.89	NA	NA	NA	NA
1791	NA	0.92	NA	NA	NA	NA	0.91	NA	NA	NA	NA
1792	NA	0.92	NA	NA	NA	NA	0.88	NA	NA	NA	NA
1793	NA	0.92	NA	NA	NA	NA	0.89	NA	NA	NA	NA
1794	NA	0.9	NA	NA	NA	NA	0.82	NA	NA	NA	NA
1795	NA	0.98	NA	NA	NA	NA	0.85	NA	NA	NA	NA
1796	NA	0.89	NA	NA	NA	NA	0.87	NA	NA	NA	NA
1797	NA	0.96	NA	NA	NA	NA	0.9	NA	NA	NA	NA
1798	NA	0.74	NA	NA	NA	NA	0.85	NA	NA	NA	NA
1799	NA	0.88	NA	NA	NA	NA	0.86	0.72	NA	NA	NA
1800	NA	0.9	NA	NA	NA	NA	0.88	0.82	NA	NA	NA
1801	NA	0.87	NA	NA	NA	NA	0.89	0.81	NA	NA	NA
1802	NA	0.89	NA	NA	NA	NA	0.92	0.83	NA	NA	NA
1803	NA	0.9	NA	NA	NA	NA	0.87	0.75	NA	NA	NA
1804	NA	0.87	NA	NA	NA	NA	0.84	0.71	NA	NA	NA
1805	NA	0.88	NA	NA	NA	NA	0.88	0.72	NA	NA	NA
1806	NA	0.91	NA	NA	NA	NA	0.81	0.71	NA	NA	NA
1807	NA	0.94	NA	NA	NA	NA	0.92	0.77	NA	NA	NA
1808	NA	0.93	NA	NA	NA	NA	0.86	0.73	NA	NA	NA
1809	NA	0.86	NA	NA	NA	NA	0.74	0.62	NA	NA	NA
1810	NA	0.88	NA	NA	NA	NA	0.77	0.63	NA	NA	NA
1811	NA	0.94	NA	NA	NA	NA	0.87	0.68	NA	NA	NA
1812	NA	0.91	NA	NA	NA	NA	0.8	0.72	NA	NA	NA
1813	NA	0.86	NA	NA	NA	NA	0.81	0.71	NA	NA	NA
1814	NA	0.87	NA	NA	NA	NA	0.8	0.74	NA	NA	NA
1815	NA	0.93	NA	NA	NA	NA	0.84	0.78	NA	NA	NA
1816	NA	0.76	NA	NA	NA	NA	0.69	0.6	NA	NA	NA
1817	NA	0.87	NA	NA	NA	NA	0.8	0.72	NA	NA	NA
1818	NA	0.87	NA	NA	NA	NA	0.83	0.72	NA	NA	NA
1819	NA	0.91	NA	NA	0.66	NA	0.83	0.7	NA	NA	NA
1820	NA	0.96	NA	NA	0.76	NA	0.91	0.8	NA	NA	NA
1821	NA	0.91	NA	NA	0.82	NA	0.84	0.76	NA	NA	NA
1822	NA	0.95	NA	NA	0.8	NA	0.92	0.74	NA	NA	NA
1823	0.92	0.85	NA	NA	0.76	NA	0.83	0.82	NA	NA	NA
1824	0.86	0.9	NA	NA	0.73	NA	0.85	0.73	NA	NA	NA
1825	0.84	0.87	NA	NA	0.82	NA	0.79	0.72	NA	NA	NA
1826	0.91	0.94	NA	NA	0.82	NA	0.91	0.81	NA	NA	NA
1827	0.84	0.83	NA	NA	0.75	NA	0.81	0.73	NA	NA	0.76
1828	0.88	0.87	NA	0.75	0.81	NA	0.87	0.76	NA	NA	0.86
1829	0.81	0.84	NA	0.76	0.82	NA	0.72	0.68	NA	NA	0.82
1830	0.94	0.91	NA	0.78	0.82	NA	0.86	0.83	NA	NA	0.85
1831	0.88	0.85	NA	0.78	0.81	NA	0.77	0.76	0.76	NA	0.86
1832	0.9	0.93	NA	0.76	0.78	NA	0.81	0.79	0.77	NA	0.94
1833	0.83	0.83	NA	0.77	0.68	NA	0.7	0.66	0.59	NA	0.79
1834	0.92	0.89	NA	0.84	0.82	NA	0.79	0.78	0.8	NA	0.9
1835	0.85	0.79	NA	0.75	0.82	NA	0.72	0.67	0.78	NA	0.83
1836	0.9	0.88	NA	0.83	0.78	NA	0.78	0.72	0.74	NA	0.84
1837	0.92	0.83	NA	0.78	0.76	NA	0.76	0.71	0.68	NA	0.84
