# Schweingruber - Eponde VS - PISY - ITRDB SWIT137
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4407
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4407.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit137l-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit137l-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit137l.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit137l.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-07-31
#--------------------
# File_Last_Modified_Date
#   Date: 2002-07-31
#--------------------
# Title
#   Study_Name: Schweingruber - Eponde VS - PISY - ITRDB SWIT137
#--------------------
# Investigators
#   Investigators: Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2019-01-08. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Eponde VS
#   Location: Switzerland
#   Northernmost_Latitude: 46.13
#   Southernmost_Latitude: 46.13
#   Easternmost_Longitude: 7.18
#   Westernmost_Longitude: 7.18
#   Elevation_m: 880
#--------------------
# Data_Collection
#   Collection_Name: SWIT137
#   First_Year: 1826
#   Last_Year: 1979
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  latewood width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus sylvestris L.
#   Common_Name: Scots pine
#   Tree_Species_Code: PISY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 586011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 586012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 586021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 586022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 586031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 586032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 586041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 586042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 586051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 586052_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586052; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 586061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 586062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 586071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 586072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 586081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 586082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 586091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 586092_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586092; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 586101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 586102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 586111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 586112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 586121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 586122_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586122; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 586131_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586131; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 586132_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586132; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 586141_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586141; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 586142_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586142; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 586151_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586151; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 586152_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586152; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 586161_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586161; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 586162_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586162; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 586171_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586171; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 586172_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586172; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 586181_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586181; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 586191_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586191; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 586192_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586192; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 586201_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586201; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 586202_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 586202; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	586011_raw	586012_raw	586021_raw	586022_raw	586031_raw	586032_raw	586041_raw	586042_raw	586051_raw	586052_raw	586061_raw	586062_raw	586071_raw	586072_raw	586081_raw	586082_raw	586091_raw	586092_raw	586101_raw	586102_raw	586111_raw	586112_raw	586121_raw	586122_raw	586131_raw	586132_raw	586141_raw	586142_raw	586151_raw	586152_raw	586161_raw	586162_raw	586171_raw	586172_raw	586181_raw	586191_raw	586192_raw	586201_raw	586202_raw
1826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.28	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.46	0.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.95	0.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21	0.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	0.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1834	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.24	0.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.24	0.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.16	0.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19	0.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17	0.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.38	0.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94	0.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.51	0.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.63	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.86	0.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.91	0.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.63	0.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.76	0.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1847	NA	NA	0.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.74	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1848	NA	NA	0.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.52	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1849	NA	NA	0.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	0.5	0.48	NA	NA	NA	NA	NA	NA	NA	0.58	NA	NA	NA	NA	NA	NA
1850	NA	NA	0.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.49	0.24	0.43	NA	NA	NA	NA	NA	NA	NA	0.46	NA	NA	NA	NA	NA	NA
1851	NA	NA	0.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79	0.6	1.07	NA	NA	NA	NA	NA	NA	NA	1.49	NA	NA	NA	NA	NA	NA
1852	NA	NA	0.51	NA	NA	NA	NA	0.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.89	0.86	0.72	NA	NA	NA	NA	NA	NA	NA	1.28	NA	NA	NA	NA	NA	NA
1853	NA	NA	0.61	NA	NA	NA	NA	0.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.46	0.74	0.89	NA	NA	NA	NA	NA	NA	0.63	1.28	NA	NA	NA	NA	NA	NA
1854	NA	0.34	0.72	NA	NA	NA	NA	0.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.58	0.8	0.69	NA	NA	NA	NA	NA	NA	0.52	1.54	NA	NA	NA	NA	NA	NA
1855	NA	0.48	0.51	0.45	NA	NA	NA	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.56	0.59	0.69	NA	NA	NA	NA	NA	NA	0.79	0.99	NA	NA	NA	NA	NA	NA
1856	NA	0.36	0.58	0.32	0.52	NA	NA	0.4	NA	NA	NA	0.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.29	0.35	0.87	NA	NA	NA	NA	NA	NA	1.13	0.67	NA	0.44	NA	NA	NA	NA
1857	NA	0.49	0.41	0.39	0.4	NA	0.76	0.36	NA	NA	0.5	0.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23	0.35	0.37	NA	NA	NA	0.84	NA	NA	0.45	0.66	NA	0.15	NA	NA	NA	NA
1858	NA	0.74	0.3	0.33	0.28	NA	0.39	0.24	NA	NA	0.5	0.4	NA	NA	0.46	NA	0.48	0.74	NA	NA	NA	NA	0.12	0.2	0.26	0.23	NA	NA	0.6	NA	NA	0.27	0.34	NA	0.15	NA	NA	NA	NA
1859	NA	0.52	0.1	0.18	0.24	NA	0.18	0.14	NA	NA	0.31	0.31	0.68	NA	0.37	NA	0.23	0.34	NA	NA	NA	NA	0.08	0.11	0.2	0.29	NA	NA	0.44	NA	0.17	0.24	0.14	NA	0.13	NA	0.42	NA	NA
1860	NA	0.48	0.39	0.26	0.83	NA	0.49	0.19	NA	NA	0.42	0.24	0.71	0.67	1.01	NA	0.28	0.06	NA	NA	NA	NA	0.15	0.21	0.43	0.45	NA	NA	0.77	NA	0.72	0.78	0.35	NA	0.62	NA	1.33	NA	NA
1861	NA	0.4	0.53	0.34	0.47	NA	0.46	0.22	NA	NA	0.59	0.38	0.81	0.75	1.11	NA	1.37	0.26	NA	NA	NA	NA	0.18	0.38	0.83	0.9	NA	NA	0.82	NA	0.93	0.79	0.92	NA	0.57	NA	0.98	NA	NA
1862	NA	0.36	0.31	0.23	0.3	0.21	0.41	0.24	NA	NA	0.68	0.36	0.81	1.03	1.33	NA	0.81	0.54	NA	NA	NA	NA	0.17	0.21	0.35	0.37	NA	NA	0.48	NA	0.39	0.36	0.42	NA	0.5	NA	0.68	NA	NA
1863	NA	0.29	0.45	0.38	0.25	0.12	0.33	0.11	NA	NA	0.66	0.28	0.71	0.81	1.11	NA	0.42	0.23	NA	NA	NA	NA	0.13	0.32	0.26	0.31	NA	NA	0.26	0.37	0.32	0.2	0.35	NA	0.21	NA	0.28	NA	NA
1864	NA	0.37	0.43	0.37	0.24	0.26	0.49	0.24	NA	NA	0.47	0.28	0.5	0.57	0.77	NA	0.44	0.24	NA	NA	NA	NA	0.14	0.26	0.34	0.44	NA	NA	0.37	0.31	0.43	0.33	0.41	NA	0.26	NA	0.66	NA	NA
1865	NA	0.4	0.13	0.12	0.29	0.32	0.16	0.16	NA	NA	0.24	0.22	0.3	0.5	0.82	1.02	0.25	0.17	NA	NA	NA	NA	0.08	0.17	0.19	0.2	NA	NA	0.29	0.42	0.71	0.55	0.19	NA	0.46	NA	0.5	NA	1.13
