# Schweingruber - Katara Pass Metsovan - PILE - ITRDB GREE001
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4455
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4455.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/gree001l-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; gree001l-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/gree001l.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/gree001l.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-07-31
#--------------------
# File_Last_Modified_Date
#   Date: 2002-07-31
#--------------------
# Title
#   Study_Name: Schweingruber - Katara Pass Metsovan - PILE - ITRDB GREE001
#--------------------
# Investigators
#   Investigators: Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2019-01-08. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Katara Pass Metsovan
#   Location: Greece
#   Northernmost_Latitude: 39.8
#   Southernmost_Latitude: 39.8
#   Easternmost_Longitude: 21.22
#   Westernmost_Longitude: 21.22
#   Elevation_m: 1750
#--------------------
# Data_Collection
#   Collection_Name: GREE001
#   First_Year: 1673
#   Last_Year: 1981
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  latewood width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus leucodermis Ant.
#   Common_Name: Bosnian pine
#   Tree_Species_Code: PILE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 646011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 646011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 646012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 646012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 646021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 646021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 646022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 646022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 646031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 646031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 646032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 646032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 646041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 646041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 646042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 646042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 646051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 646051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 646052_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 646052; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 646071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 646071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 646072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 646072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 646081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 646081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 646082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 646082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 646091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 646091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 646092_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 646092; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 646101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 646101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 646102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 646102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 646111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 646111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 646112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 646112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 646121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 646121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 646122_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 646122; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	646011_raw	646012_raw	646021_raw	646022_raw	646031_raw	646032_raw	646041_raw	646042_raw	646051_raw	646052_raw	646071_raw	646072_raw	646081_raw	646082_raw	646091_raw	646092_raw	646101_raw	646102_raw	646111_raw	646112_raw	646121_raw	646122_raw
1673	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA
1674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92	NA	NA	NA	NA	NA	NA	NA	NA	NA
1675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87	NA	NA	NA	NA	NA	NA	NA	NA	NA
1676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.63	NA	NA	NA	NA	NA	NA	NA	NA	NA
1677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61	NA	NA	NA	NA	NA	NA	NA	NA	NA
1678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA
1679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.63	NA	NA	NA	NA	NA	NA	NA	NA	NA
1680	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.81	NA	NA	NA	NA	NA	NA	NA	NA	NA
1681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.74	NA	NA	NA	NA	NA	NA	NA	NA	NA
1682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA
1683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA
1684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA
1685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA
1686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.52	NA	NA	NA	NA	NA	NA	NA	NA	NA
1687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA
1688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA
1689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.85	NA	NA	NA	NA	NA	NA	NA	NA	NA
1690	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.58	NA	NA	NA	NA	NA	NA	NA	NA	NA
1691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.73	NA	NA	NA	NA	NA	NA	NA	NA	NA
1692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA
1693	NA	NA	NA	0.81	NA	NA	NA	NA	NA	NA	NA	NA	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA
1694	NA	NA	NA	0.84	NA	NA	NA	NA	NA	NA	NA	NA	0.78	NA	NA	NA	NA	NA	NA	NA	NA	NA
1695	NA	NA	NA	0.6	NA	NA	NA	NA	NA	NA	NA	NA	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA
1696	NA	NA	NA	0.73	NA	NA	NA	NA	NA	NA	NA	NA	0.71	NA	NA	NA	NA	NA	NA	NA	NA	NA
1697	NA	NA	NA	0.54	NA	NA	NA	NA	NA	NA	NA	NA	0.53	NA	NA	NA	NA	NA	NA	NA	NA	NA
1698	NA	NA	0.84	0.54	NA	NA	NA	NA	NA	NA	NA	NA	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA
1699	NA	NA	0.86	0.56	NA	NA	NA	NA	NA	NA	NA	NA	0.48	NA	NA	NA	NA	NA	NA	NA	NA	NA
1700	NA	NA	0.8	0.5	NA	NA	NA	NA	NA	NA	NA	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA
1701	NA	NA	0.75	0.5	NA	NA	NA	NA	NA	NA	NA	NA	0.54	NA	NA	NA	NA	NA	NA	NA	NA	NA
1702	NA	NA	0.46	0.32	NA	NA	NA	NA	NA	NA	NA	NA	0.54	NA	NA	NA	NA	NA	NA	NA	NA	NA
1703	NA	NA	0.56	0.43	NA	NA	NA	NA	NA	NA	NA	NA	0.35	NA	NA	NA	NA	NA	NA	NA	NA	NA
1704	NA	NA	0.55	0.39	NA	NA	NA	NA	NA	NA	NA	NA	0.39	NA	NA	NA	NA	NA	NA	NA	NA	NA
1705	NA	NA	0.63	0.64	NA	NA	NA	NA	NA	NA	NA	NA	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA
1706	NA	NA	0.56	0.6	NA	NA	NA	NA	NA	NA	NA	NA	0.23	NA	NA	NA	NA	NA	NA	NA	NA	NA
1707	NA	NA	0.46	0.53	NA	NA	NA	NA	NA	NA	NA	NA	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA
1708	NA	NA	0.96	0.72	NA	NA	NA	NA	NA	NA	NA	NA	0.27	NA	NA	NA	NA	NA	NA	NA	NA	NA
1709	NA	NA	0.92	0.66	NA	NA	NA	NA	NA	NA	NA	NA	0.27	NA	NA	NA	NA	NA	NA	NA	NA	NA
1710	NA	NA	0.99	0.58	NA	NA	NA	NA	NA	NA	NA	NA	0.36	NA	NA	NA	NA	NA	NA	NA	NA	NA
1711	NA	NA	1.16	0.66	NA	NA	NA	NA	NA	NA	NA	NA	0.47	NA	NA	NA	NA	NA	NA	NA	NA	NA
1712	NA	NA	1.4	0.94	NA	NA	NA	NA	NA	NA	NA	NA	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA
1713	NA	NA	1.34	0.67	NA	NA	NA	NA	NA	NA	NA	NA	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA
1714	NA	NA	1.34	0.79	NA	NA	NA	NA	NA	NA	NA	NA	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA
1715	NA	NA	0.96	0.84	NA	NA	NA	NA	NA	NA	NA	NA	0.49	NA	NA	0.65	NA	NA	NA	NA	NA	NA
1716	NA	NA	0.62	0.37	NA	NA	NA	NA	NA	NA	NA	NA	0.29	NA	NA	0.36	NA	NA	NA	NA	NA	NA
1717	NA	NA	0.94	0.64	NA	NA	1.85	NA	NA	NA	NA	NA	0.48	NA	NA	0.58	NA	NA	NA	NA	NA	NA
1718	NA	NA	0.79	0.56	NA	NA	1.48	NA	NA	NA	NA	NA	0.47	NA	NA	0.25	NA	NA	NA	NA	NA	NA
1719	NA	NA	0.84	0.45	NA	NA	1	NA	NA	NA	NA	NA	0.38	NA	NA	0.4	NA	NA	NA	NA	NA	NA
1720	NA	NA	0.68	0.44	NA	0.31	0.76	NA	NA	NA	NA	NA	0.33	NA	0.28	0.38	NA	NA	NA	NA	NA	NA
1721	NA	NA	0.81	0.42	NA	0.27	0.72	NA	NA	NA	NA	NA	0.35	NA	0.4	0.31	NA	NA	NA	NA	NA	NA
1722	NA	NA	0.68	0.66	NA	0.73	0.87	1.35	NA	NA	NA	NA	0.47	NA	0.55	0.87	NA	NA	NA	NA	NA	NA
