# Schweingruber - Simmental, Iffigenalp - LADE - ITRDB SWIT168
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4646
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4646.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit168w-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit168w-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit168w.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit168w.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-28
#--------------------
# Title
#   Study_Name: Schweingruber - Simmental, Iffigenalp - LADE - ITRDB SWIT168
#--------------------
# Investigators
#   Investigators: Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2019-01-09. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Simmental, Iffigenalp
#   Location: Switzerland
#   Northernmost_Latitude: 46.4
#   Southernmost_Latitude: 46.4
#   Easternmost_Longitude: 7.43
#   Westernmost_Longitude: 7.43
#   Elevation_m: 1900
#--------------------
# Data_Collection
#   Collection_Name: SWIT168
#   First_Year: 1681
#   Last_Year: 1986
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Larix decidua Mill.
#   Common_Name: European larch
#   Tree_Species_Code: LADE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 757161_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 757161; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 757162_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 757162; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 757171_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 757171; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 757172_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 757172; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 757181_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 757181; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 757182_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 757182; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 757191_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 757191; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 757192_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 757192; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 757201_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 757201; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 757202_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 757202; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	757161_raw	757162_raw	757171_raw	757172_raw	757181_raw	757182_raw	757191_raw	757192_raw	757201_raw	757202_raw
1681	NA	NA	NA	NA	0.68	NA	NA	NA	NA	NA
1682	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA
1683	NA	NA	NA	NA	0.97	NA	NA	NA	NA	NA
1684	NA	NA	NA	NA	1.59	NA	NA	NA	NA	NA
1685	NA	NA	NA	NA	0.71	NA	NA	NA	NA	NA
1686	NA	NA	NA	NA	0.85	NA	NA	NA	NA	NA
1687	NA	NA	NA	NA	1.13	NA	NA	NA	NA	NA
1688	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA
1689	NA	NA	NA	NA	0.69	NA	NA	NA	NA	NA
1690	NA	NA	NA	NA	0.39	NA	NA	NA	NA	NA
1691	NA	NA	NA	NA	0.43	NA	NA	NA	NA	NA
1692	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA
1693	NA	NA	NA	NA	0.65	NA	NA	NA	NA	NA
1694	NA	NA	NA	NA	0.87	NA	NA	NA	NA	NA
1695	NA	NA	NA	NA	0.98	NA	NA	NA	NA	NA
1696	NA	NA	NA	NA	0.58	NA	NA	NA	NA	NA
1697	NA	NA	NA	NA	0.66	NA	NA	NA	NA	NA
1698	NA	NA	NA	NA	0.73	NA	NA	NA	NA	NA
1699	NA	NA	NA	NA	1.05	NA	NA	NA	NA	NA
1700	NA	NA	NA	NA	0.92	NA	NA	NA	NA	NA
1701	NA	NA	NA	NA	0.97	NA	NA	NA	NA	NA
1702	NA	NA	1.44	NA	1.1	NA	NA	NA	NA	NA
1703	NA	NA	1.19	NA	1.16	NA	NA	NA	NA	NA
1704	NA	NA	1.64	NA	0.78	NA	NA	NA	NA	NA
1705	NA	NA	1.96	NA	0.67	NA	NA	NA	NA	NA
1706	NA	NA	2.73	NA	1.39	NA	NA	NA	NA	NA
1707	NA	NA	2.6	NA	1.26	NA	NA	NA	NA	NA
1708	NA	NA	1.33	NA	1.13	NA	NA	NA	NA	NA
1709	NA	NA	0.98	NA	0.54	NA	NA	NA	NA	NA
1710	NA	NA	1.15	NA	0.69	NA	NA	NA	NA	NA
1711	NA	NA	0.98	NA	0.86	NA	NA	NA	NA	NA
1712	NA	NA	0.8	NA	1.02	NA	NA	NA	NA	NA
1713	NA	NA	1.14	NA	1.15	NA	NA	NA	NA	NA
1714	NA	NA	1.35	NA	1.12	NA	NA	NA	NA	NA
1715	NA	NA	1.13	NA	0.95	NA	NA	NA	NA	NA
1716	NA	NA	1.68	NA	0.93	NA	NA	NA	NA	NA
1717	NA	NA	1.51	NA	0.81	NA	NA	NA	NA	NA
1718	NA	NA	2.09	NA	1.26	NA	NA	NA	NA	NA
1719	NA	NA	1.79	NA	1.44	NA	NA	NA	NA	NA
1720	NA	NA	1.67	NA	1.94	NA	NA	NA	NA	NA
1721	NA	NA	0.91	NA	1.3	NA	NA	NA	NA	NA
1722	NA	NA	1.19	NA	1.26	NA	NA	NA	NA	NA
1723	NA	NA	0.75	NA	0.81	NA	NA	NA	NA	NA
1724	NA	NA	2.33	NA	1.86	NA	NA	NA	NA	NA
1725	NA	NA	1.74	NA	1.1	NA	NA	NA	NA	NA
1726	NA	NA	2.57	NA	2.39	NA	NA	NA	NA	NA
1727	NA	NA	3.27	NA	2.31	NA	NA	NA	NA	NA
1728	NA	NA	3.13	NA	2.24	NA	NA	NA	NA	NA
1729	NA	NA	2.88	NA	2.33	NA	NA	NA	NA	NA
1730	NA	NA	2.25	NA	1.59	NA	NA	NA	NA	NA
1731	NA	NA	2.55	NA	1.37	NA	NA	NA	NA	NA
1732	NA	NA	1.88	NA	0.66	NA	NA	NA	NA	NA
1733	NA	NA	2	NA	0.89	NA	NA	NA	NA	NA
1734	NA	NA	2.06	NA	1.03	NA	NA	NA	NA	NA
1735	NA	NA	1.09	NA	0.4	NA	NA	NA	NA	NA
1736	NA	NA	1.49	NA	0.53	NA	NA	NA	NA	NA
1737	NA	NA	1.13	NA	0.81	NA	NA	NA	NA	NA
1738	NA	NA	1.76	NA	0.7	NA	NA	NA	NA	NA
1739	NA	NA	1.8	6.33	1.36	NA	NA	NA	NA	NA
1740	NA	NA	0.89	1.86	0.73	NA	NA	NA	NA	NA
1741	NA	NA	0.87	1.84	0.63	NA	NA	NA	NA	NA
1742	NA	NA	1.27	2.53	0.79	NA	NA	NA	NA	NA
1743	NA	NA	0.78	1.65	0.38	NA	NA	NA	NA	NA
1744	NA	NA	1	1.56	0.49	NA	NA	NA	NA	NA
1745	NA	NA	1.12	1.75	0.64	NA	NA	NA	NA	NA
1746	NA	NA	2.64	2.98	0.86	NA	NA	NA	NA	NA
1747	NA	NA	1.69	1.52	0.73	NA	NA	NA	NA	NA
1748	NA	NA	1.39	1.48	0.54	NA	NA	NA	NA	NA
1749	NA	NA	1.06	1.16	0.42	NA	NA	NA	NA	NA
1750	NA	NA	0.94	0.94	0.57	NA	NA	NA	NA	NA
1751	NA	NA	1.32	1.58	0.81	NA	NA	NA	NA	NA
1752	NA	NA	1.74	2.4	0.87	NA	NA	NA	NA	NA
1753	NA	NA	1.68	2.08	0.98	NA	NA	NA	NA	NA
1754	NA	NA	1.94	2.84	1.16	NA	NA	NA	NA	NA
