# Schweingruber - Chasseral NE South - PCAB - ITRDB SWIT106
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4380
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4380.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit106n-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit106n-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit106n.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit106n.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-07-31
#--------------------
# File_Last_Modified_Date
#   Date: 2002-07-31
#--------------------
# Title
#   Study_Name: Schweingruber - Chasseral NE South - PCAB - ITRDB SWIT106
#--------------------
# Investigators
#   Investigators: Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2019-01-08. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Chasseral NE South
#   Location: Switzerland
#   Northernmost_Latitude: 47.12
#   Southernmost_Latitude: 47.12
#   Easternmost_Longitude: 7.08
#   Westernmost_Longitude: 7.08
#   Elevation_m: 1400
#--------------------
# Data_Collection
#   Collection_Name: SWIT106
#   First_Year: 1845
#   Last_Year: 1975
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  minimum density
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 222017_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 222017; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 222018_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 222018; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 222019_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 222019; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 222020_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 222020; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 222021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 222021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 222022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 222022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 222023_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 222023; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 222024_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 222024; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 222025_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 222025; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 222026_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 222026; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 222027_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 222027; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 222028_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 222028; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 222029_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 222029; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	222017_raw	222018_raw	222019_raw	222020_raw	222021_raw	222022_raw	222023_raw	222024_raw	222025_raw	222026_raw	222027_raw	222028_raw	222029_raw
1845	NA	NA	NA	NA	NA	NA	0.25	NA	NA	NA	NA	NA	NA
1846	NA	NA	NA	NA	NA	NA	0.26	NA	NA	NA	NA	NA	NA
1847	NA	NA	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA
1848	NA	NA	NA	NA	NA	NA	0.25	NA	NA	NA	NA	NA	NA
1849	NA	NA	NA	NA	NA	NA	0.21	NA	NA	NA	NA	NA	NA
1850	NA	NA	NA	NA	NA	NA	0.23	NA	NA	NA	NA	NA	NA
1851	NA	NA	NA	NA	NA	NA	0.25	NA	NA	NA	NA	NA	NA
1852	NA	NA	NA	NA	NA	NA	0.23	NA	NA	NA	NA	NA	NA
1853	NA	NA	NA	NA	NA	NA	0.21	NA	NA	NA	NA	NA	NA
1854	NA	NA	NA	NA	NA	0.29	0.24	NA	NA	NA	NA	NA	NA
1855	NA	NA	NA	NA	NA	0.22	0.28	NA	NA	NA	NA	NA	NA
1856	NA	NA	NA	NA	NA	0.2	0.23	NA	NA	NA	NA	NA	NA
1857	0.23	NA	0.26	NA	NA	0.21	0.23	NA	NA	NA	NA	NA	NA
1858	0.27	NA	0.27	NA	NA	0.25	0.25	NA	NA	NA	NA	NA	NA
1859	0.24	NA	0.25	NA	NA	0.22	0.21	NA	NA	NA	NA	NA	NA
1860	0.28	NA	0.3	NA	NA	0.24	0.24	NA	NA	NA	NA	NA	NA
1861	0.3	NA	0.29	NA	NA	0.23	0.21	NA	NA	NA	NA	NA	NA
1862	0.27	NA	0.26	NA	NA	0.25	0.24	0.33	NA	NA	NA	NA	NA
1863	0.24	NA	0.25	NA	NA	0.24	0.24	0.31	NA	NA	NA	NA	NA
1864	0.28	NA	0.26	NA	NA	0.25	0.25	0.33	NA	NA	NA	NA	NA
1865	0.42	NA	0.26	NA	NA	0.25	0.24	0.31	NA	NA	NA	NA	NA
1866	0.33	NA	0.27	NA	NA	0.23	0.22	0.3	NA	NA	NA	NA	NA
1867	0.3	NA	0.32	NA	NA	0.25	0.22	0.32	NA	NA	NA	NA	NA
1868	0.28	NA	0.27	NA	NA	0.25	0.24	0.31	NA	NA	NA	NA	NA
1869	0.27	NA	0.27	NA	NA	0.24	0.23	0.28	NA	NA	NA	NA	NA
1870	0.34	NA	0.3	NA	NA	0.26	0.23	0.32	NA	NA	NA	NA	NA
1871	0.27	NA	0.29	NA	NA	0.24	0.24	0.29	NA	NA	NA	NA	NA
1872	0.26	NA	0.24	NA	NA	0.24	0.23	0.29	0.33	NA	NA	NA	NA
1873	0.26	NA	0.23	NA	NA	0.22	0.23	0.26	0.31	0.21	NA	NA	NA
1874	0.29	NA	0.3	NA	NA	0.23	0.24	0.27	0.32	0.24	NA	0.26	NA
1875	0.28	NA	0.26	NA	NA	0.24	0.25	0.28	0.31	0.22	NA	0.26	NA
1876	0.26	NA	0.25	NA	NA	0.23	0.23	0.28	0.32	0.23	NA	0.26	NA
1877	0.32	NA	0.26	NA	NA	0.24	0.25	0.28	0.31	0.27	NA	0.26	NA
1878	0.26	NA	0.25	NA	NA	0.24	0.24	0.25	0.31	0.22	NA	0.24	0.25
1879	0.25	NA	0.23	0.26	NA	0.24	0.23	0.26	0.3	0.23	0.23	0.25	0.26
1880	0.27	NA	0.26	0.25	NA	0.25	0.25	0.27	0.34	0.24	0.25	0.27	0.28
1881	0.27	NA	0.24	0.23	0.23	0.23	0.24	0.25	0.3	0.22	0.25	0.26	0.26
1882	0.27	NA	0.27	0.24	0.24	0.23	0.24	0.29	0.3	0.23	0.25	0.25	0.26
1883	0.24	NA	0.25	0.22	0.22	0.21	0.24	0.26	0.29	0.2	0.22	0.25	0.25
1884	0.31	NA	0.28	0.23	0.23	0.22	0.25	0.29	0.31	0.21	0.25	0.25	0.27
1885	0.29	NA	0.26	0.26	0.26	0.26	0.26	0.29	0.32	0.24	0.27	0.25	0.26
1886	0.31	0.29	0.28	0.28	0.25	0.24	0.25	0.29	0.32	0.22	0.26	0.27	0.27
1887	0.38	0.35	0.33	0.25	0.28	0.32	0.34	0.31	0.36	0.33	0.32	0.3	0.29
1888	0.27	0.28	0.27	0.25	0.25	0.25	0.26	0.29	0.32	0.24	0.26	0.26	0.27
1889	0.25	0.25	0.24	0.22	0.22	0.23	0.24	0.27	0.28	0.21	0.23	0.22	0.23
1890	0.27	0.28	0.26	0.23	0.25	0.27	0.26	0.28	0.3	0.22	0.24	0.25	0.24
1891	0.27	0.27	0.25	0.24	0.25	0.28	0.26	0.27	0.28	0.23	0.26	0.25	0.23
1892	0.28	0.25	0.25	0.23	0.23	0.27	0.25	0.27	0.27	0.21	0.25	0.24	0.24
1893	0.31	0.28	0.27	0.25	0.26	0.3	0.28	0.26	0.28	0.24	0.26	0.24	0.26
1894	0.34	0.33	0.29	0.26	0.3	0.31	0.31	0.28	0.31	0.25	0.28	0.28	0.29
1895	0.31	0.32	0.29	0.23	0.25	0.27	0.27	0.27	0.28	0.23	0.26	0.24	0.25
1896	0.26	0.32	0.27	0.23	0.27	0.27	0.3	0.27	0.27	0.22	0.25	0.25	0.25
1897	0.26	0.29	0.27	0.21	0.23	0.24	0.25	0.26	0.28	0.22	0.23	0.26	0.26
1898	0.28	0.29	0.28	0.24	0.25	0.28	0.28	0.26	0.31	0.22	0.25	0.25	0.26
1899	0.28	0.28	0.28	0.23	0.26	0.28	0.28	0.28	0.31	0.22	0.24	0.25	0.28
1900	0.3	0.24	0.28	0.26	0.27	0.28	0.28	0.27	0.3	0.22	0.25	0.25	0.26
1901	0.3	0.25	0.27	0.25	0.25	0.26	0.26	0.26	0.29	0.22	0.25	0.26	0.24
