# Hughes - Khillanmarg - ABPI - ITRDB INDI003
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3569
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3569.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi003l-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; indi003l-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi003l.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/indi003l.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Hughes - Khillanmarg - ABPI - ITRDB INDI003
#--------------------
# Investigators
#   Investigators: Hughes, M.K.(https://orcid.org/0000-0003-1062-3167)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Khillanmarg
#   Location: Jammu and Kashmir
#   Northernmost_Latitude: 35.08
#   Southernmost_Latitude: 35.08
#   Easternmost_Longitude: 74.33
#   Westernmost_Longitude: 74.33
#   Elevation_m: 3125
#--------------------
# Data_Collection
#   Collection_Name: INDI003
#   First_Year: 1608
#   Last_Year: 1980
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  latewood width
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies pindrow (Royle ex D. Don) Royle
#   Common_Name: Himalayan silver fir
#   Tree_Species_Code: ABPI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 01080_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 01080; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01079_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 01079; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01077_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 01077; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01074_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 01074; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01072_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 01072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01071_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 01071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01070_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 01070; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01073_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 01073; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01075_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 01075; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01076_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 01076; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01081_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 01081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	01080_raw	01079_raw	01077_raw	01074_raw	01072_raw	01071_raw	01070_raw	01073_raw	01075_raw	01076_raw	01081_raw
1668	NA	0.01	NA	NA	NA	NA	NA	NA	NA	NA	NA
1669	NA	0.02	NA	NA	NA	NA	NA	NA	NA	NA	NA
1670	NA	0.01	NA	NA	NA	NA	NA	NA	NA	NA	NA
1671	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
1672	NA	0	NA	NA	NA	0.02	NA	NA	NA	NA	NA
1673	NA	0.01	NA	NA	NA	0.03	NA	NA	NA	NA	NA
1674	NA	0	NA	NA	NA	0.04	NA	NA	NA	NA	NA
1675	NA	0.01	NA	NA	NA	0.04	NA	NA	NA	NA	NA
1676	NA	0.01	NA	NA	NA	0.04	NA	NA	NA	NA	NA
1677	NA	0.03	NA	NA	NA	0.04	NA	NA	NA	NA	NA
1678	NA	0.02	NA	NA	NA	0.05	NA	NA	NA	NA	NA
1679	NA	0.01	NA	NA	NA	0.07	NA	NA	NA	NA	NA
1680	NA	0.01	NA	NA	NA	0.06	0.01	NA	NA	NA	NA
1681	NA	0	NA	NA	NA	0.03	0.02	NA	NA	NA	NA
1682	0.01	0	NA	NA	NA	0.01	0.02	NA	NA	NA	NA
1683	0.02	0.01	NA	NA	NA	0.03	0	NA	NA	NA	NA
1684	0.03	0.02	NA	NA	NA	0.04	0.01	NA	NA	NA	NA
1685	0.02	0.03	NA	NA	NA	0.04	0.02	NA	NA	NA	NA
1686	0.02	0.01	NA	NA	NA	0.03	0	NA	NA	NA	NA
1687	0.04	0.01	NA	NA	NA	0.02	0.01	NA	NA	NA	NA
1688	0.03	0.02	NA	NA	NA	0.02	0	NA	NA	NA	NA
1689	0.01	0.02	NA	NA	NA	0.01	0	NA	NA	NA	NA
1690	0.04	0.02	NA	NA	NA	0.02	0.01	NA	NA	NA	NA
1691	0.03	0.03	NA	NA	NA	0.03	0.01	NA	NA	NA	NA
1692	0.04	0.03	NA	NA	NA	0.03	0.01	NA	NA	NA	NA
1693	0.06	0.02	NA	NA	NA	0.04	0.02	NA	NA	NA	NA
1694	0.01	0.01	NA	NA	NA	0.03	0.01	NA	NA	NA	NA
1695	0.03	0.02	NA	NA	NA	0.03	0.01	NA	NA	NA	NA
1696	0.03	0.04	NA	NA	NA	0.05	0.03	NA	NA	NA	NA
1697	0.03	0.02	NA	NA	NA	0.03	0.03	NA	NA	NA	NA
1698	0.02	0.02	NA	NA	NA	0.03	0.03	NA	NA	NA	NA
1699	0.02	0.01	NA	NA	NA	0.03	0.01	NA	NA	NA	NA
1700	0.01	0.02	NA	NA	NA	0.02	0.01	NA	NA	NA	NA
1701	0.02	0.02	NA	NA	NA	0.02	0.01	NA	NA	NA	NA
1702	0.03	0.03	NA	NA	NA	0.03	0.02	NA	NA	NA	NA
1703	0.02	0.02	NA	NA	NA	0.03	0.01	NA	NA	NA	NA
1704	0.04	0.04	NA	NA	NA	0.04	0.02	NA	NA	NA	NA
1705	0.04	0.04	NA	NA	NA	0.03	0.01	NA	NA	NA	NA
1706	0.04	0.02	NA	NA	NA	0.04	0.02	NA	NA	NA	NA
1707	0.03	0.03	NA	NA	NA	0.02	0.01	NA	NA	NA	NA
1708	0.03	0.03	NA	NA	NA	0.04	0.02	NA	NA	NA	NA
1709	0.03	0.02	NA	NA	NA	0.03	0.04	NA	NA	NA	NA
1710	0.02	0.01	NA	NA	NA	0.01	0.03	NA	NA	NA	NA
1711	0.02	0.01	NA	NA	NA	0.01	0.02	NA	NA	NA	NA
1712	0.03	0.02	NA	NA	NA	0.01	0.02	NA	NA	NA	NA
1713	0.01	0.01	NA	NA	NA	0.01	0.01	NA	NA	NA	NA
1714	0.02	0.01	NA	NA	NA	0.01	0.01	NA	NA	NA	NA
1715	0.01	0.01	NA	NA	NA	0.01	0.01	NA	NA	NA	NA
1716	0.02	0.01	NA	NA	NA	0.01	0.01	NA	NA	NA	NA
1717	0.03	0.02	NA	NA	NA	0.01	0.02	NA	NA	NA	NA
1718	0.02	0.01	NA	NA	NA	0.01	0.02	NA	NA	NA	NA
1719	0.01	0.01	NA	NA	NA	0	0.01	NA	NA	NA	NA
1720	0.03	0.01	NA	NA	NA	0	0.02	NA	NA	NA	NA
1721	0.02	0.02	NA	NA	NA	0.01	0.01	NA	NA	NA	NA
1722	0.02	0.03	NA	NA	NA	0.01	0.02	NA	NA	NA	NA
1723	0.01	0	NA	NA	NA	0	0.03	NA	NA	NA	NA
1724	0.01	0.01	NA	NA	NA	0.01	0.02	NA	NA	NA	NA
1725	0.02	0.01	NA	NA	NA	0.01	0.02	NA	NA	NA	NA
1726	0.01	0.01	NA	NA	NA	0.01	0.02	NA	NA	NA	NA
1727	0.02	0.01	NA	NA	NA	0.01	0.03	NA	NA	NA	NA
1728	0.01	0.01	NA	NA	NA	0.01	0.01	NA	NA	NA	NA
1729	0.01	0.02	NA	NA	NA	0.01	0.02	NA	NA	NA	NA
1730	0.02	0.01	NA	NA	NA	0.01	0.02	NA	NA	NA	NA
1731	0.02	0.01	NA	NA	NA	0.01	0.02	NA	NA	NA	NA
1732	0.01	0.01	NA	NA	NA	0.01	0.03	NA	NA	NA	NA
1733	0.02	0.02	NA	NA	NA	0.01	0.02	NA	NA	NA	NA
1734	0.01	0.01	NA	NA	NA	0	0.02	NA	NA	NA	NA
1735	0.01	0.01	NA	NA	NA	0	0	NA	NA	NA	NA
