# Wilson - Cornwall Hills - PCEN - ITRDB CANA238
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5512
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5512.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana238e-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana238e-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana238e.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana238e.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2007-08-03
#--------------------
# File_Last_Modified_Date
#   Date: 2007-08-03
#--------------------
# Title
#   Study_Name: Wilson - Cornwall Hills - PCEN - ITRDB CANA238
#--------------------
# Investigators
#   Investigators: Wilson, R.J.S.(https://orcid.org/0000-0003-4486-8904); Luckman, B.H.(https://orcid.org/0000-0003-0365-6059)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: Rob Wilson, Rohit Rao, Miloš Rydval, Cheryl Wood, Lars-Åke Larsson, and Brian H. Luckman 
#   Journal_Name: The Holocene
#   Published_Title: Blue Intensity for dendroclimatology: The BC blues: A case study from British Columbia, Canada 
#   Published_Date_or_Year: 2014
#   Volume: 24
#   Pages: 1428-1438
#   Issue: 11
#   Report_Number: 
#   DOI: 10.1177/0959683614544051
#   Full_Citation: None
#   Abstract: Maximum latewood density (MXD) is a strong proxy of summer temperatures. Despite this, there is a paucity of long MXD chronologies in the Northern Hemisphere, which limits large-scale tree-ring-based reconstructions of past temperature which are dominated by ring-width (RW) data - a weaker temperature proxy at inter-annual time-scales. This paucity likely results from the relative expense of measuring MXD and the lack of laboratories with the facilities to measure it. Herein, we test the ability of a relatively new, less expensive, tree-ring parameter, Blue Intensity (BI), to act as a surrogate parameter for MXD. BI was measured on Engelmann spruce samples from British Columbia where MXD had previously been measured to allow direct comparison between the two parameters. Signal strength analyses indicate that 8 MXD series were needed to acquire a robust mean chronology while BI needed 14. Utilising different detrending methods and parameter choices (RW + MXD vs RW + BI), a suite of reconstruction variants was developed. The explained variance from the regression modelling (1901-1995) of May-August maximum temperatures ranged from 52% to 55%. Validation tests over the earlier 1870-1900 period could not statistically distinguish between the different variants, although spectral analysis identified more lower frequency information extant in the MXD-based reconstructions - although this result was sensitive to the detrending method used. Ultimately, despite the MXD-based reconstruction explaining slightly more of the climatic variance, statistically robust reconstructions of past summer temperatures were also derived using BI. These results suggest that there is great potential in utilising BI for dendroclimatology in place of MXD data. However, more experimentation is needed to understand (1) how well BI can capture centennial and lower frequency information and (2) what biases may result from wood discolouration, either from species showing a distinct heartwood/sapwood boundary or from partly decayed sub-fossil samples. 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Cornwall Hills
#   Location: British Columbia
#   Northernmost_Latitude: 50.7
#   Southernmost_Latitude: 50.7
#   Easternmost_Longitude: -121.45
#   Westernmost_Longitude: -121.45
#   Elevation_m: 1980
#--------------------
# Data_Collection
#   Collection_Name: CANA238
#   First_Year: 1554
#   Last_Year: 1997
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  earlywood width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea engelmannii Parry ex Engelm.
#   Common_Name: Engelmann spruce
#   Tree_Species_Code: PCEN
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## C9804NE_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: C9804NE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C9804SE2_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: C9804SE2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C9805N_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: C9805N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C9805SW_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: C9805SW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C9808W_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: C9808W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C9811W_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: C9811W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C9813N_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: C9813N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C9814E_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: C9814E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C9814N_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: C9814N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C9817E_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: C9817E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C9817S_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: C9817S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C9818E_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: C9818E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C9822NE_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: C9822NE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C9822NW_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: C9822NW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C9825N_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: C9825N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C9825S_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: C9825S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C9827N_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: C9827N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C9827W_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: C9827W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C9829S_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: C9829S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C9830S_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: C9830S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C9830W_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: C9830W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C9831SE_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: C9831SE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C9831WI_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: C9831WI; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C9831WO_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: C9831WO; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C9832W_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: C9832W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	C9804NE_raw	C9804SE2_raw	C9805N_raw	C9805SW_raw	C9808W_raw	C9811W_raw	C9813N_raw	C9814E_raw	C9814N_raw	C9817E_raw	C9817S_raw	C9818E_raw	C9822NE_raw	C9822NW_raw	C9825N_raw	C9825S_raw	C9827N_raw	C9827W_raw	C9829S_raw	C9830S_raw	C9830W_raw	C9831SE_raw	C9831WI_raw	C9831WO_raw	C9832W_raw
1689	NA	NA	1.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1690	NA	NA	1.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1691	NA	NA	0.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1692	NA	NA	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1693	NA	NA	1.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1694	NA	NA	0.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1695	NA	NA	0.85	NA	NA	NA	NA	NA	NA	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1696	NA	NA	0.78	NA	NA	NA	NA	NA	NA	0.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1697	NA	NA	1.34	NA	NA	NA	NA	NA	NA	0.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.16	NA	NA
1698	NA	NA	1.34	NA	NA	NA	NA	NA	NA	0.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.23	NA	NA
1699	NA	NA	0.9	NA	NA	NA	NA	NA	NA	0.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97	NA	NA
1700	NA	NA	0.91	NA	NA	NA	NA	NA	NA	0.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.29	NA	NA
1701	NA	NA	0.98	NA	NA	NA	NA	NA	NA	0.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08	NA	NA
1702	NA	NA	1.06	NA	NA	NA	NA	NA	NA	0.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.41	NA	NA
1703	NA	NA	1.23	NA	NA	NA	NA	NA	NA	0.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.28	NA	NA
1704	NA	NA	1.41	NA	NA	NA	NA	NA	NA	0.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.41	1.27	NA	NA
1705	NA	NA	1.23	NA	NA	NA	NA	NA	NA	0.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.25	0.92	NA	NA
1706	NA	NA	1.03	NA	NA	NA	NA	NA	NA	0.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04	1.11	NA	NA
1707	NA	NA	0.91	0.93	NA	NA	NA	NA	NA	0.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.12	1.32	NA	NA
1708	NA	NA	0.93	1.07	NA	NA	NA	NA	NA	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.81	0.93	NA	NA
1709	NA	NA	1.2	1.14	NA	NA	NA	NA	NA	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.17	1.08	NA	NA
1710	NA	NA	1.57	1.24	NA	NA	NA	NA	NA	0.31	NA	0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.15	1.05	NA	NA
1711	NA	NA	1.63	1.33	NA	NA	NA	NA	NA	0.7	NA	0.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.07	0.91	NA	NA
1712	NA	NA	1.51	1.17	NA	NA	NA	NA	NA	0.73	NA	0.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02	0.76	NA	NA
1713	NA	NA	1.38	1.58	NA	NA	NA	NA	NA	0.25	NA	0.97	NA	NA	NA	NA	0.31	NA	NA	NA	NA	1.11	1	NA	NA
1714	NA	NA	1.31	1.74	NA	NA	NA	NA	NA	0.88	NA	0.45	NA	NA	NA	NA	0.46	NA	NA	NA	NA	0.78	0.77	NA	NA
1715	NA	NA	0.86	1.08	NA	NA	NA	NA	NA	0.82	NA	0.33	NA	NA	NA	NA	0.66	NA	NA	NA	NA	0.93	0.57	NA	NA
1716	NA	NA	1.02	0.9	NA	NA	NA	NA	NA	0.91	NA	0.46	NA	NA	NA	NA	0.36	NA	NA	NA	NA	0.88	0.53	NA	NA
1717	NA	NA	1.22	1.65	NA	NA	NA	NA	NA	0.81	NA	0.32	NA	NA	NA	NA	0.44	NA	NA	NA	NA	0.63	0.63	NA	NA
1718	NA	NA	1.58	1.83	NA	NA	NA	NA	NA	0.97	NA	0.29	NA	NA	NA	NA	0.74	NA	NA	NA	NA	0.87	0.65	NA	NA
1719	NA	NA	1.29	1.35	NA	NA	NA	NA	NA	0.72	NA	0.21	NA	NA	NA	NA	0.44	NA	NA	NA	NA	0.91	0.77	NA	NA
1720	NA	NA	1.18	1.52	NA	NA	NA	NA	NA	1.13	NA	0.12	NA	NA	NA	NA	0.51	NA	NA	NA	NA	0.94	0.82	NA	NA
1721	NA	NA	1.33	1.58	NA	NA	NA	NA	NA	0.5	NA	0.09	NA	NA	NA	NA	0.5	NA	NA	NA	NA	0.85	0.78	NA	NA
1722	NA	NA	1.91	1.74	NA	NA	NA	NA	NA	0.7	NA	0.19	NA	NA	NA	NA	0.4	NA	NA	NA	NA	0.97	1.04	NA	NA
1723	NA	NA	1.37	1.01	NA	NA	NA	NA	NA	0.64	NA	0.18	NA	NA	NA	NA	0.47	NA	NA	NA	NA	0.95	0.84	NA	NA
1724	NA	NA	1.34	1.06	NA	NA	NA	NA	NA	0.9	NA	0.19	NA	NA	NA	NA	0.6	NA	NA	NA	NA	0.86	0.8	NA	NA
1725	NA	NA	0.77	1.02	NA	NA	NA	NA	NA	0.61	NA	0.23	NA	NA	NA	NA	0.59	NA	NA	NA	NA	0.93	0.94	NA	NA
1726	NA	NA	1.07	1.48	NA	NA	NA	NA	NA	0.65	NA	0.2	NA	NA	NA	NA	0.64	NA	NA	NA	NA	0.95	0.97	NA	NA
1727	NA	NA	1.55	1.58	NA	NA	NA	NA	NA	1.02	NA	0.13	NA	NA	NA	NA	0.44	NA	NA	NA	NA	0.95	0.88	NA	NA
1728	NA	NA	1.72	1.81	NA	NA	NA	NA	NA	0.93	NA	0.18	NA	NA	NA	NA	0.7	NA	NA	NA	NA	1.34	1.22	NA	NA
1729	NA	NA	1.93	1.85	NA	NA	NA	NA	NA	0.88	NA	0.18	NA	NA	NA	NA	0.56	NA	NA	NA	NA	0.98	1.1	NA	NA
1730	NA	NA	1.7	1.72	NA	NA	NA	NA	NA	1.01	NA	0.23	NA	NA	NA	NA	0.77	NA	NA	NA	NA	0.85	1.05	NA	NA
1731	NA	NA	1.35	1.38	NA	NA	NA	NA	NA	0.64	NA	0.18	NA	NA	NA	NA	0.72	NA	NA	NA	NA	0.77	0.75	NA	NA
1732	NA	NA	1.53	1.46	NA	NA	NA	NA	NA	0.76	NA	0.27	NA	NA	NA	NA	0.77	NA	NA	NA	NA	0.89	0.95	NA	NA
1733	NA	NA	1.41	1.54	NA	NA	NA	NA	NA	0.91	NA	0.42	NA	NA	NA	NA	0.8	NA	NA	NA	NA	0.93	0.91	NA	NA
1734	NA	NA	1.41	1.53	NA	NA	NA	NA	NA	0.38	NA	0.1	NA	NA	NA	NA	0.53	NA	NA	NA	NA	0.86	0.87	NA	NA
1735	NA	NA	1.7	1.58	NA	NA	NA	NA	NA	0.45	NA	0.15	NA	NA	NA	NA	0.54	NA	NA	NA	NA	0.88	0.86	NA	NA
1736	NA	NA	1.42	1.28	NA	NA	NA	NA	NA	0.58	NA	0.12	NA	NA	NA	NA	0.61	NA	NA	NA	NA	0.79	0.94	NA	NA
1737	NA	NA	1.03	1.19	NA	NA	NA	NA	NA	0.51	NA	0.13	NA	NA	NA	NA	0.69	NA	NA	NA	NA	0.67	0.68	NA	NA
1738	NA	NA	1.49	1.58	NA	NA	NA	NA	NA	0.61	NA	0.13	NA	NA	NA	NA	0.59	NA	NA	NA	NA	0.89	0.9	NA	NA
1739	NA	NA	1.13	1.27	NA	NA	NA	NA	NA	0.85	0.94	0.29	NA	NA	NA	NA	0.76	NA	NA	NA	NA	0.85	0.89	NA	NA
1740	NA	NA	1.63	1.79	NA	NA	NA	NA	NA	0.59	0.36	0.34	NA	NA	NA	NA	0.82	NA	NA	NA	NA	0.92	1.03	NA	NA
1741	NA	NA	2.03	1.98	NA	NA	NA	NA	NA	1	0.79	1.11	NA	NA	NA	NA	0.82	NA	NA	NA	NA	1.32	1.6	NA	NA
1742	NA	NA	1.82	1.68	NA	NA	NA	NA	NA	1.08	0.83	0.46	NA	NA	NA	NA	0.84	NA	NA	NA	NA	0.88	1.09	NA	NA
1743	NA	NA	1.65	1.68	NA	NA	NA	NA	NA	0.82	1.01	0.51	NA	NA	NA	NA	0.94	NA	NA	NA	NA	0.85	1.02	NA	NA
1744	NA	NA	1.76	1.76	NA	NA	NA	NA	NA	1.2	1.21	0.63	NA	NA	NA	NA	1.21	NA	NA	NA	NA	0.93	1.04	NA	NA
1745	NA	NA	1.73	1.98	NA	NA	NA	NA	NA	1.18	1.04	1.03	0.38	NA	NA	NA	1.11	NA	NA	NA	NA	1.32	1.05	NA	NA
1746	NA	NA	1.45	1.07	NA	NA	NA	NA	NA	0.58	0.51	0.63	0.37	NA	NA	NA	0.75	NA	NA	NA	NA	0.7	0.78	NA	NA
